Plate	Cell Type	Day	Dose	Molecule	Rep	CTG Signal
Plate02: A2	OCI-Ly1	D5	1000	Phthalazinone pyrazole	2	167543
Plate02: A2	OCI-Ly1	D5	1000	3-Deazaneplanocin A (hydrochloride)	2	39744
Plate02: A2	OCI-Ly1	D5	1000	(−)-JQ1	2	1626871
Plate02: A2	OCI-Ly1	D5	1000	DMSO	2	1227322
Plate02: A2	OCI-Ly1	D5	1000	4-iodo-SAHA	2	85061
Plate02: A2	OCI-Ly1	D5	1000	Unused	2	1482909
Plate02: A2	OCI-Ly1	D5	1000	Isoliquiritigenin	2	1568804
Plate02: A2	OCI-Ly1	D5	1000	Suramin (sodium salt)	2	1496584
Plate02: A2	OCI-Ly1	D5	1000	BSI-201	2	1673229
Plate02: A2	OCI-Ly1	D5	1000	DMSO	2	1297766
Plate02: A2	OCI-Ly1	D5	1000	Sirtinol	2	1050363
Plate02: A2	OCI-Ly1	D5	1000	UNC0321 (trifluoroacetate salt)	2	1456754
Plate02: A2	OCI-Ly1	D5	1000	CCG-100602	2	1546451
Plate02: A2	OCI-Ly1	D5	1000	Nicotinamide	2	1508285
Plate02: A2	OCI-Ly1	D5	1000	Sodium 4-Phenylbutyrate	2	1403164
Plate02: A2	OCI-Ly1	D5	1000	DMSO	2	1301234
Plate02: A2	OCI-Ly1	D5	1000	4-pentynoyl-Coenzyme A (trifluoroacetate salt)	2	997066
Plate02: A2	OCI-Ly1	D5	1000	(-)-Neplanocin A	2	32690
Plate02: A2	OCI-Ly1	D5	1000	CAY10669	2	1610133
Plate02: A2	OCI-Ly1	D5	1000	2,4-Pyridinedicarboxylic Acid (hydrate)	2	1643406
Plate02: A2	OCI-Ly1	D5	1000	Rucaparib (phosphate)	2	1500610
Plate02: A2	OCI-Ly1	D5	1000	DMSO	2	1289338
Plate02: A2	OCI-Ly1	D5	1000	C646	2	929145
Plate02: A2	OCI-Ly1	D5	1000	Cl-Amidine (hydrochloride)	2	1459264
Plate02: A2	OCI-Ly1	D5	1000	Zebularine	2	1514210
Plate02: A2	OCI-Ly1	D5	1000	PFI-1	2	543292
Plate02: A2	OCI-Ly1	D5	1000	IOX1	2	1516126
Plate02: A2	OCI-Ly1	D5	1000	DMSO	2	1306339
Plate02: A2	OCI-Ly1	D5	1000	Tubastatin A (trifluoroacetate salt)	2	739180
Plate02: A2	OCI-Ly1	D5	1000	F-Amidine (trifluoroacetate salt)	2	1406375
Plate02: A2	OCI-Ly1	D5	1000	Delphinidin (chloride)	2	1507910
Plate02: A2	OCI-Ly1	D5	1000	5-Azacytidine	2	1309072
Plate02: A2	OCI-Ly1	D5	1000	MI-2 (hydrochloride)	2	1553417
Plate02: A2	OCI-Ly1	D5	1000	DMSO	2	1275914
Plate02: A2	OCI-Ly1	D5	1000	Garcinol	2	159235
Plate02: A2	OCI-Ly1	D5	1000	JGB1741	2	1020016
Plate02: A2	OCI-Ly1	D5	1000	ITF 2357	2	12216
Plate02: A2	OCI-Ly1	D5	1000	SGI-1027	2	5538
Plate02: A2	OCI-Ly1	D5	1000	MI-nc (hydrochloride)	2	1156830
Plate02: A2	OCI-Ly1	D5	1000	DMSO	2	834039
Plate03: A3	OCI-Ly1	D5	1000	(+)-Abscisic Acid	3	16628
Plate03: A3	OCI-Ly1	D5	1000	Ellagic Acid	3	689617
Plate03: A3	OCI-Ly1	D5	1000	coumarin-SAHA	3	229542
Plate03: A3	OCI-Ly1	D5	1000	UNC0631	3	803884
Plate03: A3	OCI-Ly1	D5	1000	Decitabine	3	155982
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	229150
Plate03: A3	OCI-Ly1	D5	1000	3-amino Benzamide	3	606483
Plate03: A3	OCI-Ly1	D5	1000	Scriptaid	3	348629
Plate03: A3	OCI-Ly1	D5	1000	I-BET762	3	268245
Plate03: A3	OCI-Ly1	D5	1000	UNC0646	3	1332720
Plate03: A3	OCI-Ly1	D5	1000	I-BET151	3	222994
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	876786
Plate03: A3	OCI-Ly1	D5	1000	SB939	3	16781
Plate03: A3	OCI-Ly1	D5	1000	Suberohydroxamic Acid	3	1059896
Plate03: A3	OCI-Ly1	D5	1000	UNC0638	3	1668666
Plate03: A3	OCI-Ly1	D5	1000	Methylstat (hydrate)	3	1433187
Plate03: A3	OCI-Ly1	D5	1000	(+)-JQ1	3	189499
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	1082027
Plate03: A3	OCI-Ly1	D5	1000	PCI 34051	3	692848
Plate03: A3	OCI-Ly1	D5	1000	Apicidin	3	14714
Plate03: A3	OCI-Ly1	D5	1000	Phthalazinone pyrazole	3	188122
Plate03: A3	OCI-Ly1	D5	1000	3-Deazaneplanocin A (hydrochloride)	3	34205
Plate03: A3	OCI-Ly1	D5	1000	(−)-JQ1	3	1477961
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	1074444
Plate03: A3	OCI-Ly1	D5	1000	4-iodo-SAHA	3	60910
Plate03: A3	OCI-Ly1	D5	1000	Unused	3	1453507
Plate03: A3	OCI-Ly1	D5	1000	Isoliquiritigenin	3	1572334
Plate03: A3	OCI-Ly1	D5	1000	Suramin (sodium salt)	3	1592030
Plate03: A3	OCI-Ly1	D5	1000	BSI-201	3	1515315
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	1186150
Plate03: A3	OCI-Ly1	D5	1000	Sirtinol	3	854267
Plate03: A3	OCI-Ly1	D5	1000	UNC0321 (trifluoroacetate salt)	3	1488991
Plate03: A3	OCI-Ly1	D5	1000	CCG-100602	3	1517935
Plate03: A3	OCI-Ly1	D5	1000	Nicotinamide	3	1496547
Plate03: A3	OCI-Ly1	D5	1000	Sodium 4-Phenylbutyrate	3	1542327
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	1206214
Plate03: A3	OCI-Ly1	D5	1000	4-pentynoyl-Coenzyme A (trifluoroacetate salt)	3	826518
Plate03: A3	OCI-Ly1	D5	1000	(-)-Neplanocin A	3	22403
Plate03: A3	OCI-Ly1	D5	1000	CAY10669	3	1606331
Plate03: A3	OCI-Ly1	D5	1000	2,4-Pyridinedicarboxylic Acid (hydrate)	3	1688532
Plate03: A3	OCI-Ly1	D5	1000	Rucaparib (phosphate)	3	1504989
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	1169727
Plate03: A3	OCI-Ly1	D5	1000	C646	3	785712
Plate03: A3	OCI-Ly1	D5	1000	Cl-Amidine (hydrochloride)	3	1500568
Plate03: A3	OCI-Ly1	D5	1000	Zebularine	3	1540826
Plate03: A3	OCI-Ly1	D5	1000	PFI-1	3	510944
Plate03: A3	OCI-Ly1	D5	1000	IOX1	3	1533026
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	1157027
Plate03: A3	OCI-Ly1	D5	1000	Tubastatin A (trifluoroacetate salt)	3	418842
Plate03: A3	OCI-Ly1	D5	1000	F-Amidine (trifluoroacetate salt)	3	1361581
Plate03: A3	OCI-Ly1	D5	1000	Delphinidin (chloride)	3	1509634
Plate03: A3	OCI-Ly1	D5	1000	5-Azacytidine	3	1231777
Plate03: A3	OCI-Ly1	D5	1000	MI-2 (hydrochloride)	3	1437729
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	1115516
Plate03: A3	OCI-Ly1	D5	1000	Garcinol	3	23930
Plate03: A3	OCI-Ly1	D5	1000	JGB1741	3	853320
Plate03: A3	OCI-Ly1	D5	1000	ITF 2357	3	11716
Plate03: A3	OCI-Ly1	D5	1000	SGI-1027	3	46359
Plate03: A3	OCI-Ly1	D5	1000	MI-nc (hydrochloride)	3	1119427
Plate03: A3	OCI-Ly1	D5	1000	DMSO	3	794808
Plate04: B1	OCI-Ly1	D5	1000	Gemcitabine	1	2866
Plate04: B1	OCI-Ly1	D5	1000	CPTH2 (hydrochloride)	1	831309
Plate04: B1	OCI-Ly1	D5	1000	CAY10603	1	58368
Plate04: B1	OCI-Ly1	D5	1000	Panobinostat	1	3372
Plate04: B1	OCI-Ly1	D5	1000	Pyroxamide	1	372735
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	112259
Plate04: B1	OCI-Ly1	D5	1000	Lomeguatrib	1	849156
Plate04: B1	OCI-Ly1	D5	1000	Etoposide	1	80775
Plate04: B1	OCI-Ly1	D5	1000	Chaetocin	1	4275
Plate04: B1	OCI-Ly1	D5	1000	MS-275	1	733327
Plate04: B1	OCI-Ly1	D5	1000	N-Oxalylglycine	1	1251179
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	737451
Plate04: B1	OCI-Ly1	D5	1000	GSK4112	1	965455
Plate04: B1	OCI-Ly1	D5	1000	Lestaurtinib	1	135584
Plate04: B1	OCI-Ly1	D5	1000	Splitomicin	1	1340032
Plate04: B1	OCI-Ly1	D5	1000	HNHA	1	1389378
Plate04: B1	OCI-Ly1	D5	1000	WDR5-0103	1	1192864
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	814054
Plate04: B1	OCI-Ly1	D5	1000	Octyl-α-ketoglutarate	1	1043147
Plate04: B1	OCI-Ly1	D5	1000	Butyrolactone 3	1	1328385
Plate04: B1	OCI-Ly1	D5	1000	CBHA	1	648059
Plate04: B1	OCI-Ly1	D5	1000	RG108	1	1312330
Plate04: B1	OCI-Ly1	D5	1000	S-(5'-Adenosyl)-L-methionine chloride (hydrochloride)	1	1272373
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	841574
Plate04: B1	OCI-Ly1	D5	1000	Daminozide	1	1074700
Plate04: B1	OCI-Ly1	D5	1000	Valproic Acid (sodium salt)	1	1277675
Plate04: B1	OCI-Ly1	D5	1000	M 344	1	268380
Plate04: B1	OCI-Ly1	D5	1000	2',3',5'-triacetyl-5-Azacytidine	1	1374347
Plate04: B1	OCI-Ly1	D5	1000	AMI-1 (sodium salt)	1	1269964
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	908074
Plate04: B1	OCI-Ly1	D5	1000	GSK-J1 (sodium salt)	1	1044649
Plate04: B1	OCI-Ly1	D5	1000	Tenovin-1	1	246518
Plate04: B1	OCI-Ly1	D5	1000	Oxamflatin	1	285600
Plate04: B1	OCI-Ly1	D5	1000	S-Adenosylhomocysteine	1	1365153
Plate04: B1	OCI-Ly1	D5	1000	EPZ005687	1	1299476
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	930773
Plate04: B1	OCI-Ly1	D5	1000	GSK-J2 (sodium salt)	1	1030894
Plate04: B1	OCI-Ly1	D5	1000	Sodium Butyrate	1	1280314
Plate04: B1	OCI-Ly1	D5	1000	Salermide	1	1284661
Plate04: B1	OCI-Ly1	D5	1000	UNC0224	1	1335074
Plate04: B1	OCI-Ly1	D5	1000	SGC0946	1	829873
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	917043
Plate04: B1	OCI-Ly1	D5	1000	GSK-J4 (hydrochloride)	1	936984
Plate04: B1	OCI-Ly1	D5	1000	BIX01294 (hydrochloride hydrate)	1	1386915
Plate04: B1	OCI-Ly1	D5	1000	Mirin	1	1288888
Plate04: B1	OCI-Ly1	D5	1000	Tubacin	1	1003556
Plate04: B1	OCI-Ly1	D5	1000	UNC1215	1	1101127
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	887537
Plate04: B1	OCI-Ly1	D5	1000	GSK-J5 (hydrochloride)	1	976587
Plate04: B1	OCI-Ly1	D5	1000	Anacardic Acid	1	1480992
Plate04: B1	OCI-Ly1	D5	1000	Pimelic Diphenylamide 106	1	1302054
Plate04: B1	OCI-Ly1	D5	1000	3-Deazaneplanocin A	1	34570
Plate04: B1	OCI-Ly1	D5	1000	AK-7	1	1392216
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	839021
Plate04: B1	OCI-Ly1	D5	1000	CI-994	1	357203
Plate04: B1	OCI-Ly1	D5	1000	AGK2	1	934905
Plate04: B1	OCI-Ly1	D5	1000	(S)-HDAC-42	1	78623
Plate04: B1	OCI-Ly1	D5	1000	Sinefungin	1	1023882
Plate04: B1	OCI-Ly1	D5	1000	GSK343	1	723971
Plate04: B1	OCI-Ly1	D5	1000	DMSO	1	447760
Plate05: B2	OCI-Ly1	D5	1000	Gemcitabine	2	25577
Plate05: B2	OCI-Ly1	D5	1000	CPTH2 (hydrochloride)	2	841481
Plate05: B2	OCI-Ly1	D5	1000	CAY10603	2	101482
Plate05: B2	OCI-Ly1	D5	1000	Panobinostat	2	3298
Plate05: B2	OCI-Ly1	D5	1000	Pyroxamide	2	385290
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	123731
Plate05: B2	OCI-Ly1	D5	1000	Lomeguatrib	2	890105
Plate05: B2	OCI-Ly1	D5	1000	Etoposide	2	76909
Plate05: B2	OCI-Ly1	D5	1000	Chaetocin	2	4459
Plate05: B2	OCI-Ly1	D5	1000	MS-275	2	800609
Plate05: B2	OCI-Ly1	D5	1000	N-Oxalylglycine	2	1402654
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	858319
Plate05: B2	OCI-Ly1	D5	1000	GSK4112	2	1074992
Plate05: B2	OCI-Ly1	D5	1000	Lestaurtinib	2	133329
Plate05: B2	OCI-Ly1	D5	1000	Splitomicin	2	1424963
Plate05: B2	OCI-Ly1	D5	1000	HNHA	2	1472391
Plate05: B2	OCI-Ly1	D5	1000	WDR5-0103	2	1292235
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	898007
Plate05: B2	OCI-Ly1	D5	1000	Octyl-α-ketoglutarate	2	1098800
Plate05: B2	OCI-Ly1	D5	1000	Butyrolactone 3	2	1461948
Plate05: B2	OCI-Ly1	D5	1000	CBHA	2	719431
Plate05: B2	OCI-Ly1	D5	1000	RG108	2	1610467
Plate05: B2	OCI-Ly1	D5	1000	S-(5'-Adenosyl)-L-methionine chloride (hydrochloride)	2	1327018
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	1002448
Plate05: B2	OCI-Ly1	D5	1000	Daminozide	2	1093280
Plate05: B2	OCI-Ly1	D5	1000	Valproic Acid (sodium salt)	2	1435682
Plate05: B2	OCI-Ly1	D5	1000	M 344	2	300199
Plate05: B2	OCI-Ly1	D5	1000	2',3',5'-triacetyl-5-Azacytidine	2	1344928
Plate05: B2	OCI-Ly1	D5	1000	AMI-1 (sodium salt)	2	1452041
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	960459
Plate05: B2	OCI-Ly1	D5	1000	GSK-J1 (sodium salt)	2	1003691
Plate05: B2	OCI-Ly1	D5	1000	Tenovin-1	2	307683
Plate05: B2	OCI-Ly1	D5	1000	Oxamflatin	2	316586
Plate05: B2	OCI-Ly1	D5	1000	S-Adenosylhomocysteine	2	1602562
Plate05: B2	OCI-Ly1	D5	1000	EPZ005687	2	1462086
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	1052546
Plate05: B2	OCI-Ly1	D5	1000	GSK-J2 (sodium salt)	2	1113043
Plate05: B2	OCI-Ly1	D5	1000	Sodium Butyrate	2	1410236
Plate05: B2	OCI-Ly1	D5	1000	Salermide	2	1378458
Plate05: B2	OCI-Ly1	D5	1000	UNC0224	2	1491576
Plate05: B2	OCI-Ly1	D5	1000	SGC0946	2	934214
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	966552
Plate05: B2	OCI-Ly1	D5	1000	GSK-J4 (hydrochloride)	2	980036
Plate05: B2	OCI-Ly1	D5	1000	BIX01294 (hydrochloride hydrate)	2	1475381
Plate05: B2	OCI-Ly1	D5	1000	Mirin	2	1506360
Plate05: B2	OCI-Ly1	D5	1000	Tubacin	2	1145450
Plate05: B2	OCI-Ly1	D5	1000	UNC1215	2	1322472
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	1134585
Plate05: B2	OCI-Ly1	D5	1000	GSK-J5 (hydrochloride)	2	1149337
Plate05: B2	OCI-Ly1	D5	1000	Anacardic Acid	2	1582243
Plate05: B2	OCI-Ly1	D5	1000	Pimelic Diphenylamide 106	2	1388740
Plate05: B2	OCI-Ly1	D5	1000	3-Deazaneplanocin A	2	40825
Plate05: B2	OCI-Ly1	D5	1000	AK-7	2	1519728
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	961892
Plate05: B2	OCI-Ly1	D5	1000	CI-994	2	530859
Plate05: B2	OCI-Ly1	D5	1000	AGK2	2	1104065
Plate05: B2	OCI-Ly1	D5	1000	(S)-HDAC-42	2	82298
Plate05: B2	OCI-Ly1	D5	1000	Sinefungin	2	1191773
Plate05: B2	OCI-Ly1	D5	1000	GSK343	2	829886
Plate05: B2	OCI-Ly1	D5	1000	DMSO	2	572486
Plate06: B3	OCI-Ly1	D5	1000	Gemcitabine	3	17657
Plate06: B3	OCI-Ly1	D5	1000	CPTH2 (hydrochloride)	3	740396
Plate06: B3	OCI-Ly1	D5	1000	CAY10603	3	90631
Plate06: B3	OCI-Ly1	D5	1000	Panobinostat	3	3574
Plate06: B3	OCI-Ly1	D5	1000	Pyroxamide	3	481994
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	202413
Plate06: B3	OCI-Ly1	D5	1000	Lomeguatrib	3	765148
Plate06: B3	OCI-Ly1	D5	1000	Etoposide	3	55935
Plate06: B3	OCI-Ly1	D5	1000	Chaetocin	3	4336
Plate06: B3	OCI-Ly1	D5	1000	MS-275	3	924430
Plate06: B3	OCI-Ly1	D5	1000	N-Oxalylglycine	3	1382826
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	904846
Plate06: B3	OCI-Ly1	D5	1000	GSK4112	3	819337
Plate06: B3	OCI-Ly1	D5	1000	Lestaurtinib	3	122735
Plate06: B3	OCI-Ly1	D5	1000	Splitomicin	3	1306596
Plate06: B3	OCI-Ly1	D5	1000	HNHA	3	1347256
Plate06: B3	OCI-Ly1	D5	1000	WDR5-0103	3	1316033
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	958638
Plate06: B3	OCI-Ly1	D5	1000	Octyl-α-ketoglutarate	3	913331
Plate06: B3	OCI-Ly1	D5	1000	Butyrolactone 3	3	1356599
Plate06: B3	OCI-Ly1	D5	1000	CBHA	3	620330
Plate06: B3	OCI-Ly1	D5	1000	RG108	3	1312457
Plate06: B3	OCI-Ly1	D5	1000	S-(5'-Adenosyl)-L-methionine chloride (hydrochloride)	3	1431786
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	990077
Plate06: B3	OCI-Ly1	D5	1000	Daminozide	3	855899
Plate06: B3	OCI-Ly1	D5	1000	Valproic Acid (sodium salt)	3	1322890
Plate06: B3	OCI-Ly1	D5	1000	M 344	3	262774
Plate06: B3	OCI-Ly1	D5	1000	2',3',5'-triacetyl-5-Azacytidine	3	1485538
Plate06: B3	OCI-Ly1	D5	1000	AMI-1 (sodium salt)	3	1401642
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	1042341
Plate06: B3	OCI-Ly1	D5	1000	GSK-J1 (sodium salt)	3	868658
Plate06: B3	OCI-Ly1	D5	1000	Tenovin-1	3	241596
Plate06: B3	OCI-Ly1	D5	1000	Oxamflatin	3	278791
Plate06: B3	OCI-Ly1	D5	1000	S-Adenosylhomocysteine	3	1314943
Plate06: B3	OCI-Ly1	D5	1000	EPZ005687	3	1319368
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	958854
Plate06: B3	OCI-Ly1	D5	1000	GSK-J2 (sodium salt)	3	898366
Plate06: B3	OCI-Ly1	D5	1000	Sodium Butyrate	3	1268936
Plate06: B3	OCI-Ly1	D5	1000	Salermide	3	1350069
Plate06: B3	OCI-Ly1	D5	1000	UNC0224	3	1373736
Plate06: B3	OCI-Ly1	D5	1000	SGC0946	3	850594
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	885328
Plate06: B3	OCI-Ly1	D5	1000	GSK-J4 (hydrochloride)	3	781181
Plate06: B3	OCI-Ly1	D5	1000	BIX01294 (hydrochloride hydrate)	3	1307388
Plate06: B3	OCI-Ly1	D5	1000	Mirin	3	1234888
Plate06: B3	OCI-Ly1	D5	1000	Tubacin	3	1007529
Plate06: B3	OCI-Ly1	D5	1000	UNC1215	3	1244506
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	953047
Plate06: B3	OCI-Ly1	D5	1000	GSK-J5 (hydrochloride)	3	869003
Plate06: B3	OCI-Ly1	D5	1000	Anacardic Acid	3	1244639
Plate06: B3	OCI-Ly1	D5	1000	Pimelic Diphenylamide 106	3	1164209
Plate06: B3	OCI-Ly1	D5	1000	3-Deazaneplanocin A	3	31168
Plate06: B3	OCI-Ly1	D5	1000	AK-7	3	1288372
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	870970
Plate06: B3	OCI-Ly1	D5	1000	CI-994	3	387939
Plate06: B3	OCI-Ly1	D5	1000	AGK2	3	940659
Plate06: B3	OCI-Ly1	D5	1000	(S)-HDAC-42	3	74992
Plate06: B3	OCI-Ly1	D5	1000	Sinefungin	3	1030171
Plate06: B3	OCI-Ly1	D5	1000	GSK343	3	806583
Plate06: B3	OCI-Ly1	D5	1000	DMSO	3	562068
Plate07: C1	OCI-Ly1	D5	1000	Bromosporine	1	47225
Plate07: C1	OCI-Ly1	D5	1000	JIB-04	1	3453
Plate07: C1	OCI-Ly1	D5	1000	AGK7	1	717382
Plate07: C1	OCI-Ly1	D5	1000	Nullscript	1	682128
Plate07: C1	OCI-Ly1	D5	1000	BML-210	1	602240
Plate07: C1	OCI-Ly1	D5	1000	DMSO	1	102283
Plate07: C1	OCI-Ly1	D5	1000	GSK2801	1	614919
Plate07: C1	OCI-Ly1	D5	1000	CAY10683	1	1093429
Plate07: C1	OCI-Ly1	D5	1000	5-Methyl-2'-deoxycytidine	1	1174725
Plate07: C1	OCI-Ly1	D5	1000	GSK-LSD1 (hydrochloride)	1	1320565
