day	molecule	dose	Ly1_log2FC	Ly1_pinhib	Ly1_pval	Ly1_padj	Ly1_log10padj	HBL1_log2FC	HBL1_pinhib	HBL1_pval	HBL1_padj	HBL1_log10padj	highlight
D5	2',3',5'-triacetyl-5-Azacytidine	1000	0.616886165396377	1.53356165054428	0.00189629885468136	0.00480103409451119	2.31866520988055	-0.0850576520813922	0.9427468617021	0.0815697041145935	0.129447573920985	0.887906084608037	Not a hit
D5	3-amino Benzamide	100	-0.270403565399071	0.829087592520339	0.224798187880746	0.257752896051745	0.588796446384983	-0.0169812345559806	0.988298506427905	0.828199293330263	0.863550311417352	0.0637123548719502	Not a hit
D5	3-amino Benzamide	500	-0.551234114572233	0.682436107053434	0.0741371239638421	0.0981029011968666	1.00831814904045	0.240321990042918	1.18125627245296	0.157269858221869	0.215836830737573	0.665874444633295	Not a hit
D5	3-amino Benzamide	1000	-0.377303391538416	0.769875256302494	0.0406733853249644	0.0576535364800466	1.2391740478374	-8.81983030962609e-05	0.999938867463548	0.999249971030488	0.999249971030488	0.000325855658599971	Not a hit
D5	3-Deazaneplanocin A	100	0.242194901367137	1.18279077896551	0.0685428574483279	0.0918096989674851	1.03711143660314	0.206151792397601	1.15360697482423	0.110467752368249	0.16450007461056	0.783833900735606	Not a hit
D5	3-Deazaneplanocin A	500	-3.59132483514409	0.0829666396462254	2.13968820340977e-115	3.90493097122283e-114	113.408386638888	-0.415412266643519	0.74980519859613	0.00855606408052526	0.0246549741267767	1.6080954488864	Hit: OCI-Ly1 only
D5	3-Deazaneplanocin A	1000	-4.68537696727951	0.038865207600659	2.49220878977564e-120	5.45793724960865e-119	118.26297146176	-0.997417185212086	0.500895937139825	2.78027350587515e-34	2.83199952458911e-33	32.5479068238878	Hit: OCI-Ly1 only
D5	3-Deazaneplanocin A (hydrochloride)	100	-0.481273869474253	0.716344827211989	2.76977631083379e-18	1.89556566272687e-17	16.72226116694	0.15981984116111	1.11714762377421	0.0228564828725491	0.0517659051927694	1.2859561873944	Not a hit
D5	3-Deazaneplanocin A (hydrochloride)	500	-4.45597515935208	0.0455635776051981	3.6441248886989e-32	3.069474425481e-31	30.5129359807619	-0.846611954335547	0.556089131472371	0.00079307844064797	0.00310150318753403	2.50842776815766	Hit: OCI-Ly1 only
D5	3-Deazaneplanocin A (hydrochloride)	1000	-4.60731246488067	0.0410261485936294	7.11492240293581e-122	1.64017684867678e-120	119.785109322523	-1.4980863232542	0.354022676072099	6.70036401609701e-08	4.31582270448602e-07	6.36493640459268	Hit: Both
D5	3,3'-Diindolylmethane	100	0.822059529724461	1.76792801038947	0.0140325139484588	0.0230196296233144	1.63790166827551	0.365190513093121	1.28805171016221	0.149328294062577	0.210308015432182	0.677144174809497	Not a hit
D5	3,3'-Diindolylmethane	500	0.658573023687036	1.57852052938722	1.3076149034547e-05	5.40316346899206e-05	4.26735189298139	0.378905453987264	1.30035492590344	0.0106645635889976	0.0288338200739565	1.54009781591441	Not a hit
D5	3,3'-Diindolylmethane	1000	0.461299384776892	1.37678127845176	9.39413590750406e-09	4.72946152584687e-08	7.32518830316615	0.0814943121613971	1.0581134440695	0.417854035423533	0.486755498711456	0.312689133703043	Not a hit
D5	4-iodo-SAHA	100	-0.191204047831769	0.875874426849659	0.154322257514644	0.186721405501144	0.728805892237577	-0.174726951817918	0.885935177611391	0.00145107385888728	0.00525926182000024	2.27907520831737	Not a hit
D5	4-iodo-SAHA	500	-1.86017131718328	0.275443568647941	0.00114210415770857	0.00320329156130143	2.49440353036472	-4.58279210609108	0.0417293972958456	1.05588476267949e-152	1.55015728260386e-151	150.809624235055	Hit: HBL-1 only
D5	4-iodo-SAHA	1000	-3.62274664265748	0.081179167611365	3.01925677058062e-68	3.48009069872187e-67	66.4584094372485	-7.61895259149327	0.00508705852895794	1.46777282477228e-193	4.28589664833506e-192	191.367958305902	Hit: Both
D5	4-pentynoyl-Coenzyme A (trifluoroacetate salt)	100	0.154733728332401	1.11321613802323	0.31805311386258	0.350018250934196	0.455909309725844	0.300999268560965	1.23199744882917	0.000277503812530891	0.00120343237513396	2.91957830915407	Not a hit
D5	4-pentynoyl-Coenzyme A (trifluoroacetate salt)	500	-0.208607534442239	0.865372071265933	0.49489435457975	0.519817091860745	0.284149444768113	0.286181483291487	1.21940847946928	0.0804350219667362	0.128255606123932	0.891923642547713	Not a hit
D5	4-pentynoyl-Coenzyme A (trifluoroacetate salt)	1000	-0.0111643336439335	0.992291338919728	0.904397622092093	0.906467181868048	0.0426479146700901	0.0780795588285936	1.05561192878481	0.24448384837226	0.311290481357703	0.506834158973852	Not a hit
D5	5-Azacytidine	100	0.898142123347963	1.86366444361998	0.00176318690862089	0.00456967968033106	2.34011424149256	0.35188285958965	1.27622514082588	0.00229316819243243	0.00790872179752287	2.10189370122279	Not a hit
D5	5-Azacytidine	500	0.335027271800495	1.26140125334253	0.148614023976321	0.181317388583924	0.741560544476349	0.296581721553516	1.22823082966514	2.54985181782321e-34	2.6591311814442e-33	32.5752602373311	Not a hit
D5	5-Azacytidine	1000	0.432583453996072	1.34964824804297	0.00674404119006716	0.0128430001793453	1.89133351138135	0.0263758488359284	1.01845049046271	0.37885785791427	0.444878664253218	0.351758421897007	Not a hit
D5	5-Methyl-2'-deoxycytidine	100	0.919118115837143	1.89095904311904	0.00648309746346307	0.012564587119455	1.90085177803746	0.318685122712407	1.24719333439866	0.00043990207668715	0.00187065154940749	2.72800710200452	Not a hit
D5	5-Methyl-2'-deoxycytidine	500	0.727749397062967	1.65605363335188	0.00753846396034128	0.0141104581821773	1.85045888399472	0.356185011410212	1.280036555383	0.0118826911634639	0.0309798733904595	1.50892036146181	Not a hit
D5	5-Methyl-2'-deoxycytidine	1000	0.578982748997003	1.49379559496849	0.0374991471683778	0.0535004119210081	1.27164287415948	0.120538102681649	1.08714027323082	0.0899006638833584	0.139139543395445	0.856549426170003	Not a hit
D5	5-Methylcytidine	100	-0.186171417685664	0.87893512167042	0.153318648159927	0.186020963695424	0.73043811006052	-0.199505853819492	0.870848791891671	0.471779938201765	0.539529015489225	0.267985194302645	Not a hit
D5	5-Methylcytidine	500	-0.0397434653919554	0.972827916636039	0.236761765720432	0.268930386669018	0.570360123707924	0.149802946848285	1.10941792983332	0.0751342360070574	0.123253915247532	0.909199276161145	Not a hit
D5	5-Methylcytidine	1000	-0.0232742178681812	0.983996972664516	0.860198392080316	0.866130794784318	0.0624165200335561	-0.0361891080159072	0.975227620616866	0.771934063658542	0.812757499717407	0.0900390143623084	Not a hit
D5	6-Thioguanine	100	0.898946829764303	1.86470424830706	5.18855957792557e-06	2.2725890951314e-05	4.64347908158655	0.297270739400706	1.22881756148051	0.0781891883791813	0.127311763977998	0.895131464416433	Not a hit
D5	6-Thioguanine	500	-0.594570826745257	0.662241429632039	0.000387205004141552	0.00129462436499236	2.88785622376474	0.336847235561443	1.26299351860435	0.00200973239563442	0.00704210231430301	2.15229766938023	Not a hit
D5	6-Thioguanine	1000	-3.54858500160135	0.0854612955773507	4.36374209570865e-117	8.68781380872904e-116	115.061089495157	-0.420408126095839	0.747213214184224	0.104415476251832	0.157161438482139	0.803654004790263	Hit: OCI-Ly1 only
D5	AGK2	100	-0.183751314746069	0.88041076171389	0.186349377120667	0.218238040585166	0.661069546248644	0.119908926285665	1.08666626184904	0.273758207310101	0.34064231477791	0.467701404720169	Not a hit
D5	AGK2	500	-0.0545547028713388	0.962891599941949	0.576167009101334	0.595191391477321	0.225343358814552	0.18124191565513	1.13385952598042	0.0365947695400561	0.0722004912547053	1.14145984746524	Not a hit
D5	AGK2	1000	0.119977233058039	1.08671771307062	0.285735948047486	0.316841380366579	0.499158103309612	-0.0158973434909702	0.989041290168219	0.678951941089378	0.735477265873182	0.133430747081144	Not a hit
D5	AGK7	100	0.410986949091788	1.32959508034399	0.00561724867980481	0.0111712244007613	1.9518992242566	0.207924331809317	1.15502520282505	0.259778643072906	0.326962774902106	0.485501689464684	Not a hit
D5	AGK7	500	0.205528580336023	1.15310874997447	0.18123215362544	0.212814164310838	0.671999469998606	0.271759678145809	1.20727946803451	0.00678647210903192	0.0203594163270958	1.69123467670635	Not a hit
D5	AGK7	1000	-0.169464450858063	0.889172693598298	0.156965552354524	0.189396451601326	0.722628161892404	0.00178823146605733	1.00124027610592	0.98480557973463	0.996018605765245	0.00173254881956852	Not a hit
D5	AK-7	100	0.828001495120969	1.77522451427223	0.0140103852107226	0.0230196296233144	1.63790166827551	0.422653147159091	1.3403902961116	0.0129666481200469	0.0332128179916991	1.47869427446713	Not a hit
D5	AK-7	500	0.652537079798482	1.57193011525339	0.0206190226070489	0.0329603354083482	1.48200837751941	0.132106096761147	1.0958923561434	0.182370173929355	0.242003024211002	0.616179206788396	Not a hit
D5	AK-7	1000	0.615342393678432	1.5319215236843	0.0122119286117924	0.0207318788060662	1.68336133861364	0.0175773101248145	1.01225818612386	0.753855186759568	0.798295241171545	0.0978364596542881	Not a hit
D5	AMI-1 (sodium salt)	100	0.894272932519467	1.85867294346305	7.94992316222834e-05	0.000295090368225086	3.53004496567782	0.246114216081921	1.18600839026496	0.0162613781133239	0.0397904112493624	1.40022157222818	Not a hit
D5	AMI-1 (sodium salt)	500	0.725352695829618	1.65330477052251	1.11895042025609e-15	7.42576187988132e-15	14.1292589813032	0.292753127955696	1.2249756977673	0.0417110923659063	0.0794324280707259	1.10000216184188	Not a hit
D5	AMI-1 (sodium salt)	1000	0.588765362005943	1.50395912959315	0.00673503379966787	0.0128430001793453	1.89133351138135	-0.026487380034079	0.981807858915475	0.611050748487242	0.674156745182398	0.171239115848321	Not a hit
D5	Anacardic Acid	100	0.821924105519201	1.76776206470984	0.00934423431512695	0.0167052025715331	1.77714825362863	0.371516523544762	1.29371203261058	0.0288522947917172	0.0616453908232787	1.21009938970651	Not a hit
D5	Anacardic Acid	500	0.601806710361272	1.51761591195294	0.00762014556173917	0.0141424735425498	1.84947462505603	0.352101945363406	1.27641896141559	0.0121941787636564	0.0316038479200089	1.5002600367269	Not a hit
D5	Anacardic Acid	1000	0.651820577692406	1.57114962348546	0.0304008085412847	0.0454455772733198	1.34250837557189	0.0779014854559006	1.0554816415304	0.215865755053401	0.279731363057366	0.553258838458115	Not a hit
D5	Apicidin	100	-0.047861467024372	0.967369215565695	0.539078501513582	0.56084651701413	0.251155972850348	-1.32279840193741	0.399758772416508	4.36339329100632e-05	0.000205501748544169	3.68718447850882	Not a hit
D5	Apicidin	500	-3.62947077943032	0.0808016867796815	1.93785646159724e-30	1.57181690773998e-29	28.8035980439132	-6.1700744517395	0.0138874501987949	5.09282446656469e-193	1.11532855817767e-191	190.952597177473	Hit: Both
D5	Apicidin	1000	-5.80270110482331	0.0179148390843386	2.47659248867591e-124	8.34421161569268e-123	122.078614690396	-7.25840439323823	0.00653134398066151	2.06386855177106e-193	5.02208014264291e-192	191.299116361072	Hit: Both
D5	B32B3	100	0.928401740715533	1.90316644497148	0.00291788334119432	0.00690828596455736	2.16062969336011	0.347017342582331	1.27192829645345	0.0193746489743924	0.0461200883194776	1.33610986970724	Not a hit
D5	B32B3	500	0.332191728480654	1.2589244684846	2.82758789801627e-09	1.49214879437485e-08	7.82618786764492	0.471554522810035	1.38660274608056	0.0296521446151941	0.0629612372499126	1.20092674625366	Not a hit
D5	B32B3	1000	-0.733927202386782	0.601264963189216	0.00308290796556957	0.00719218917686826	2.14313889783358	0.130112804166722	1.09437926731015	0.429930621348865	0.498173577118526	0.302619310954344	Not a hit
D5	BIX01294 (hydrochloride hydrate)	100	0.901628388391533	1.86817342480075	0.0103137643279398	0.0179977242057276	1.74478240752895	0.282869993074372	1.21661271993586	0.104404984323439	0.157161438482139	0.803654004790263	Not a hit
D5	BIX01294 (hydrochloride hydrate)	500	0.806479137585617	1.74893798918745	0.00474210889387083	0.00966066835123453	2.01499282687515	0.227681775222601	1.17095186814063	0.0880436920296318	0.136895664752293	0.863610304999454	Not a hit
D5	BIX01294 (hydrochloride hydrate)	1000	0.604782577240032	1.52074954992958	0.00384461717886727	0.00846202173037118	2.07252586374023	0.077237418132465	1.05499591893474	0.398668357003831	0.466889680127481	0.330785725369303	Not a hit
D5	BML-210	100	0.114104222026589	1.08230282856093	0.23700257820603	0.268930386669018	0.570360123707924	0.011936385948769	1.00830799368227	0.929707969288119	0.953202878287598	0.0208146549297212	Not a hit
D5	BML-210	500	-0.14063527415837	0.907119627671225	0.315932734524596	0.348560548417564	0.4577217697623	0.15809770562345	1.11581488763471	0.141062597628101	0.199952808288376	0.699072491927656	Not a hit
D5	BML-210	1000	-0.439695016129345	0.737290454423177	0.00720521116877554	0.0135445600511746	1.86823509697635	-0.228070669803608	0.85377589151762	0.154918707752767	0.213917642771067	0.669753395689601	Not a hit
D5	BRD73954	100	1.00160705034128	2.00222908611015	0.00148654604386543	0.00397016565373816	2.40119137207732	0.291591315766653	1.22398961355863	0.0945747398282722	0.144838237918822	0.83911676738711	Not a hit
D5	BRD73954	500	0.784210790728018	1.72214997990598	5.93279364450108e-06	2.57283526365492e-05	4.58958802038741	0.23581984353901	1.17757573071094	0.0972642575367286	0.148097037517746	0.829453628869498	Not a hit
D5	BRD73954	1000	0.472955186168149	1.38794960504867	0.0337854505363525	0.0493670165767512	1.30656311793754	-0.00664210197857183	0.995406627692137	0.94094330318441	0.960683372481985	0.0174197260067937	Not a hit
D5	Bromosporine	100	-1.22028142026955	0.429198988066082	5.26055696676306e-09	2.74300470409788e-08	7.56177344760437	-0.504724001146709	0.704795197512257	0.00959053264621997	0.0269919345764761	1.56876598740425	Hit: OCI-Ly1 only
D5	Bromosporine	500	-2.20961843720668	0.216191478410141	1.2401127020863e-26	9.69945291988927e-26	25.0132527606383	-1.39904253903279	0.379180705728288	5.36863111862516e-08	3.50964243277287e-07	6.4547371278031	Hit: Both
D5	Bromosporine	1000	-4.82171124516611	0.0353606536763632	2.46021090979803e-30	1.95922250634825e-29	28.7079162389457	-2.57101757173158	0.168285458964521	6.00784629974887e-13	4.78443032598183e-12	11.3201697655175	Hit: Both
D5	BSI-201	100	0.962007890653377	1.94801919152262	0.0121779380156759	0.0207318788060662	1.68336133861364	0.345186041082095	1.27031478396119	0.00017461846271308	0.000772554410791202	3.11207092358699	Not a hit
D5	BSI-201	500	0.541562630381329	1.45554821589814	0.116954514056356	0.14588487301835	0.835989738300174	0.31249953589299	1.24185741257476	0.0182343952342274	0.0441252216165282	1.3553131003782	Not a hit
D5	BSI-201	1000	0.691219520925574	1.61464781563189	0.0443040923772364	0.0619974200039283	1.20762638310451	0.0674548230800231	1.04786642470518	0.304247133460673	0.368271010277611	0.433832466787195	Not a hit
D5	Butyrolactone 3	100	0.886012797278405	1.84806153786129	0.00473086080132432	0.00966066835123453	2.01499282687515	0.225081123418006	1.16884297130126	0.0488010611912215	0.0894345807604812	1.04849452449705	Not a hit
D5	Butyrolactone 3	500	0.794721850645681	1.73474288633726	0.000966993322550131	0.00277652001588526	2.55649919135865	0.272929174508728	1.20825852551484	0.111543652265578	0.16450007461056	0.783833900735606	Not a hit
D5	Butyrolactone 3	1000	0.596888914851776	1.51245153651658	0.00157779952720293	0.00416310959587279	2.38058215595053	-0.00718790891441722	0.995030112165908	0.912816678368115	0.940738129706434	0.0265312529289257	Not a hit
D5	C646	100	0.0669926993737986	1.04753082615252	0.717885029335298	0.734658044039394	0.133914761792302	0.166860612641275	1.12261295451148	0.0804619146990037	0.128255606123932	0.891923642547713	Not a hit
D5	C646	500	-0.332393978430866	0.794217481567275	0.27834622779337	0.310217933265893	0.508333099838662	0.281662316732271	1.21559472266938	0.0601710042646021	0.105842971357011	0.975337976588508	Not a hit
D5	C646	1000	-0.0733089805936418	0.950455521295821	0.410943662906541	0.440477183501849	0.356076582906602	-0.0164479455433961	0.988663896300949	0.620841257169114	0.683237363417266	0.165428391905923	Not a hit
D5	CAY10398	100	0.825723357926868	1.77242349708641	0.00133829013330215	0.00364081415146796	2.43880148944066	0.346792833291267	1.27173037693889	0.0658794247668869	0.113157600187829	0.946316271503443	Not a hit
D5	CAY10398	500	0.522175009883402	1.43611871218194	0.000614349042281794	0.00190840340793919	2.71932981656927	0.426915864688982	1.34435659147228	0.000964154426836285	0.00360939862354096	2.44256515162181	Not a hit
D5	CAY10398	1000	-0.202549076757184	0.869013758323285	0.792502278076897	0.807246506506235	0.0929938257884692	-0.319809682840599	0.801175559938022	0.0183376551854703	0.0441312800617362	1.35525347532448	Not a hit
D5	CAY10591	100	0.959527257263128	1.9446725595308	0.00132615522587143	0.00363034993082304	2.44005151113444	0.357242225604077	1.28097491639511	0.0426343338842053	0.080338273626862	1.09507750497158	Not a hit
D5	CAY10591	500	0.691178134184187	1.61460149672791	0.00669532074394012	0.0128430001793453	1.89133351138135	0.36797556900015	1.29054063589198	0.030436061577487	0.0629959566482293	1.2006873245419	Not a hit
D5	CAY10591	1000	0.591419398708045	1.50672841650617	0.00662303005126887	0.0127792386011267	1.89349502107432	0.047012683430107	1.03312347033248	0.692367902689695	0.7451035414695	0.127783372400285	Not a hit
D5	CAY10603	100	-0.0361295737475055	0.975267865200254	0.475045687733905	0.502584568182247	0.298790850515003	-3.22928278469473	0.10663235905598	4.26315268917121e-07	2.59341788591249e-06	5.58612749830069	Hit: HBL-1 only
D5	CAY10603	500	-1.51363595197462	0.350227445067452	0.000750589430551909	0.00222133899041714	2.65338516030181	-9.03678824043861	0.00190395059647847	6.33957860324077e-194	3.83994619622118e-192	191.415674860749	Hit: HBL-1 only
D5	CAY10603	1000	-3.45238239734481	0.0913543731409652	1.19418815296179e-21	8.71757351662107e-21	20.0596043814652	-9.20807271768808	0.00169080650386947	6.23630950689914e-194	3.83994619622118e-192	191.415674860749	Hit: Both
D5	CAY10669	100	0.950042093932966	1.93192902548264	0.00380608518435022	0.00841952177144139	2.07471257571204	0.276697353102557	1.21141850379991	0.0881383047035313	0.136895664752293	0.863610304999454	Not a hit
D5	CAY10669	500	0.606913723306963	1.52299765799383	0.0946814099816374	0.120905124116493	0.917555292783895	0.121540953101689	1.08789623208675	0.178787565412803	0.239476922479534	0.620736331613476	Not a hit
D5	CAY10669	1000	0.766746345859193	1.70142828818335	0.00265404274416851	0.00635229902702627	2.19706906619639	9.08960573221634e-05	1.00006300633067	0.998526497845302	0.999249971030488	0.000325855658599971	Not a hit
D5	CAY10683	100	0.822571348158851	1.76855532153005	0.0137233027034562	0.0226822889966559	1.64431312048217	0.378395707526902	1.29989555353901	8.30977743259337e-10	5.87045567012241e-09	8.23132818711028	Not a hit
D5	CAY10683	500	0.636619495027405	1.5546819766138	0.000248314355494078	0.000861785656765704	3.06460073842048	0.380732757697184	1.30200298647665	0.00297115659882193	0.0097847112051429	2.00945198797877	Not a hit
D5	CAY10683	1000	0.426877893917674	1.344321209369	0.0338130250525693	0.0493670165767512	1.30656311793754	0.121376319066168	1.08777209321962	0.177896236144054	0.239013961445079	0.621576730008078	Not a hit
D5	CBHA	100	0.855522591488176	1.80941406558093	0.00410628754780344	0.00885987165486653	2.05257256930787	0.255521715964042	1.19376736224055	0.0271952981480198	0.0589680227169934	1.22938343449955	Not a hit
D5	CBHA	500	0.117103148370653	1.08455494849875	0.000969880279521562	0.00277652001588526	2.55649919135865	-0.15830005813731	0.896080309414955	2.44297334778947e-08	1.62124594898756e-07	6.79015109607952	Not a hit
D5	CBHA	1000	-0.463968351082046	0.724989320615429	0.00153497214309937	0.00407465332531833	2.38990933546533	-1.4072344332215	0.377033747443808	7.28222270362728e-08	4.62262832491123e-07	6.33511102391627	Hit: HBL-1 only
D5	CCG-100602	100	0.930757299724519	1.90627637642246	0.0133068821113435	0.0220773271392744	1.65605350698132	0.202403046323522	1.15061329577625	0.0751162554679178	0.123253915247532	0.909199276161145	Not a hit
D5	CCG-100602	500	0.451463098103414	1.36742631871004	0.00359705159373229	0.00803830917374869	2.09483529375598	-0.0175506355834518	0.987908523005714	0.546464906658571	0.610590890603199	0.214249679222216	Not a hit
D5	CCG-100602	1000	0.687983865168075	1.61103056453176	0.00622289282318153	0.0122225428545	1.91283843134453	-0.108430030008191	0.927596942647082	0.188335940338772	0.247721146751898	0.606036918219754	Not a hit
D5	Chaetocin	100	-6.55166055307575	0.0106599128004285	6.25366340469653e-125	2.49009506477916e-123	122.603784072454	-7.3432423383078	0.00615834181859576	1.91910671920794e-193	4.94452201772399e-192	191.305875684875	Hit: Both
D5	Chaetocin	500	-7.30807285175558	0.00631031241525297	2.29002989602506e-125	1.43290442065568e-123	122.843782777479	-8.0290442871116	0.00382839581724627	1.03722404159631e-193	3.83994619622118e-192	191.415674860749	Hit: Both
D5	Chaetocin	1000	-7.71275252439805	0.00476683523681403	1.65783512605154e-125	1.35658084936385e-123	122.867554318094	-8.26800768794232	0.00324400624465346	9.22026512953207e-194	3.83994619622118e-192	191.415674860749	Hit: Both
