Plate	Cell Type	Day	Dose	Molecule	Rep	CTG Signal
Plate01: A1	HBL-1	D5	1000	(-)-Neplanocin A	1	618733
Plate01: A1	HBL-1	D5	1000	CAY10669	1	1203288
Plate01: A1	HBL-1	D5	1000	2,4-Pyridinedicarboxylic Acid (hydrate)	1	1215597
Plate01: A1	HBL-1	D5	1000	Rucaparib (phosphate)	1	1211352
Plate01: A1	HBL-1	D5	1000	DMSO	1	1099808
Plate01: A1	HBL-1	D5	1000	C646	1	1087155
Plate01: A1	HBL-1	D5	1000	Cl-Amidine (hydrochloride)	1	1287509
Plate01: A1	HBL-1	D5	1000	Zebularine	1	1251769
Plate01: A1	HBL-1	D5	1000	PFI-1	1	866828
Plate01: A1	HBL-1	D5	1000	IOX1	1	1283341
Plate01: A1	HBL-1	D5	1000	DMSO	1	1059544
Plate01: A1	HBL-1	D5	1000	Tubastatin A (trifluoroacetate salt)	1	969032
Plate01: A1	HBL-1	D5	1000	F-Amidine (trifluoroacetate salt)	1	1232727
Plate01: A1	HBL-1	D5	1000	Delphinidin (chloride)	1	1227277
Plate01: A1	HBL-1	D5	1000	5-Azacytidine	1	1174186
Plate01: A1	HBL-1	D5	1000	MI-2 (hydrochloride)	1	1225489
Plate01: A1	HBL-1	D5	1000	DMSO	1	1067059
Plate01: A1	HBL-1	D5	1000	Garcinol	1	622688
Plate01: A1	HBL-1	D5	1000	JGB1741	1	1060016
Plate01: A1	HBL-1	D5	1000	ITF 2357	1	3910
Plate01: A1	HBL-1	D5	1000	SGI-1027	1	3894
Plate01: A1	HBL-1	D5	1000	MI-nc (hydrochloride)	1	1065100
Plate01: A1	HBL-1	D5	1000	DMSO	1	808790
Plate02: A2	HBL-1	D5	1000	(+)-Abscisic Acid	2	904099
Plate02: A2	HBL-1	D5	1000	Ellagic Acid	2	1190721
Plate02: A2	HBL-1	D5	1000	coumarin-SAHA	2	178149
Plate02: A2	HBL-1	D5	1000	UNC0631	2	1381980
Plate02: A2	HBL-1	D5	1000	Decitabine	2	356807
Plate02: A2	HBL-1	D5	1000	DMSO	2	791193
Plate02: A2	HBL-1	D5	1000	3-amino Benzamide	2	1264318
Plate02: A2	HBL-1	D5	1000	Scriptaid	2	293325
Plate02: A2	HBL-1	D5	1000	I-BET762	2	398643
Plate02: A2	HBL-1	D5	1000	UNC0646	2	1446308
Plate02: A2	HBL-1	D5	1000	I-BET151	2	241116
Plate02: A2	HBL-1	D5	1000	DMSO	2	1206727
Plate02: A2	HBL-1	D5	1000	SB939	2	5611
Plate02: A2	HBL-1	D5	1000	Suberohydroxamic Acid	2	1409857
Plate02: A2	HBL-1	D5	1000	UNC0638	2	1269849
Plate02: A2	HBL-1	D5	1000	Methylstat (hydrate)	2	1265695
Plate02: A2	HBL-1	D5	1000	(+)-JQ1	2	130941
Plate02: A2	HBL-1	D5	1000	DMSO	2	1227196
Plate02: A2	HBL-1	D5	1000	PCI 34051	2	1313670
Plate02: A2	HBL-1	D5	1000	Apicidin	2	7743
Plate02: A2	HBL-1	D5	1000	Phthalazinone pyrazole	2	1356659
Plate02: A2	HBL-1	D5	1000	3-Deazaneplanocin A (hydrochloride)	2	409950
Plate02: A2	HBL-1	D5	1000	(−)-JQ1	2	1269034
Plate02: A2	HBL-1	D5	1000	DMSO	2	1213653
Plate02: A2	HBL-1	D5	1000	4-iodo-SAHA	2	5735
Plate02: A2	HBL-1	D5	1000	Unused	2	1211034
Plate02: A2	HBL-1	D5	1000	Isoliquiritigenin	2	1128599
Plate02: A2	HBL-1	D5	1000	Suramin (sodium salt)	2	1173791
Plate02: A2	HBL-1	D5	1000	BSI-201	2	1160208
Plate02: A2	HBL-1	D5	1000	DMSO	2	1237808
Plate02: A2	HBL-1	D5	1000	Sirtinol	2	1191889
Plate02: A2	HBL-1	D5	1000	UNC0321 (trifluoroacetate salt)	2	1213210
Plate02: A2	HBL-1	D5	1000	CCG-100602	2	996774
Plate02: A2	HBL-1	D5	1000	Nicotinamide	2	1126194
Plate02: A2	HBL-1	D5	1000	Sodium 4-Phenylbutyrate	2	1159451
Plate02: A2	HBL-1	D5	1000	DMSO	2	1150030
Plate02: A2	HBL-1	D5	1000	4-pentynoyl-Coenzyme A (trifluoroacetate salt)	2	1269774
Plate02: A2	HBL-1	D5	1000	(-)-Neplanocin A	2	564873
Plate02: A2	HBL-1	D5	1000	CAY10669	2	1096867
Plate02: A2	HBL-1	D5	1000	2,4-Pyridinedicarboxylic Acid (hydrate)	2	1084740
Plate02: A2	HBL-1	D5	1000	Rucaparib (phosphate)	2	1159508
Plate02: A2	HBL-1	D5	1000	DMSO	2	1179031
Plate02: A2	HBL-1	D5	1000	C646	2	1135130
Plate02: A2	HBL-1	D5	1000	Cl-Amidine (hydrochloride)	2	1164548
Plate02: A2	HBL-1	D5	1000	Zebularine	2	1090939
Plate02: A2	HBL-1	D5	1000	PFI-1	2	855994
Plate02: A2	HBL-1	D5	1000	IOX1	2	1051715
Plate02: A2	HBL-1	D5	1000	DMSO	2	1121693
Plate02: A2	HBL-1	D5	1000	Tubastatin A (trifluoroacetate salt)	2	1125029
Plate02: A2	HBL-1	D5	1000	F-Amidine (trifluoroacetate salt)	2	1248901
Plate02: A2	HBL-1	D5	1000	Delphinidin (chloride)	2	1268530
Plate02: A2	HBL-1	D5	1000	5-Azacytidine	2	1178967
Plate02: A2	HBL-1	D5	1000	MI-2 (hydrochloride)	2	1265471
Plate02: A2	HBL-1	D5	1000	DMSO	2	1198066
Plate02: A2	HBL-1	D5	1000	Garcinol	2	680031
Plate02: A2	HBL-1	D5	1000	JGB1741	2	1114808
Plate02: A2	HBL-1	D5	1000	ITF 2357	2	3714
Plate02: A2	HBL-1	D5	1000	SGI-1027	2	3880
Plate02: A2	HBL-1	D5	1000	MI-nc (hydrochloride)	2	1138346
Plate02: A2	HBL-1	D5	1000	DMSO	2	867556
Plate03: A3	HBL-1	D5	1000	(+)-Abscisic Acid	3	620023
Plate03: A3	HBL-1	D5	1000	Ellagic Acid	3	1058557
Plate03: A3	HBL-1	D5	1000	coumarin-SAHA	3	170138
Plate03: A3	HBL-1	D5	1000	UNC0631	3	1272116
Plate03: A3	HBL-1	D5	1000	Decitabine	3	358901
Plate03: A3	HBL-1	D5	1000	DMSO	3	862791
Plate03: A3	HBL-1	D5	1000	3-amino Benzamide	3	1102356
Plate03: A3	HBL-1	D5	1000	Scriptaid	3	287431
Plate03: A3	HBL-1	D5	1000	I-BET762	3	358156
Plate03: A3	HBL-1	D5	1000	UNC0646	3	1402783
Plate03: A3	HBL-1	D5	1000	I-BET151	3	235768
Plate03: A3	HBL-1	D5	1000	DMSO	3	1152738
Plate03: A3	HBL-1	D5	1000	SB939	3	5411
Plate03: A3	HBL-1	D5	1000	Suberohydroxamic Acid	3	1464115
Plate03: A3	HBL-1	D5	1000	UNC0638	3	1337177
Plate03: A3	HBL-1	D5	1000	Methylstat (hydrate)	3	1274674
Plate03: A3	HBL-1	D5	1000	(+)-JQ1	3	132117
Plate03: A3	HBL-1	D5	1000	DMSO	3	1286481
Plate03: A3	HBL-1	D5	1000	PCI 34051	3	1219325
Plate03: A3	HBL-1	D5	1000	Apicidin	3	7299
Plate03: A3	HBL-1	D5	1000	Phthalazinone pyrazole	3	1251674
Plate03: A3	HBL-1	D5	1000	3-Deazaneplanocin A (hydrochloride)	3	371965
Plate03: A3	HBL-1	D5	1000	(−)-JQ1	3	1186146
Plate03: A3	HBL-1	D5	1000	DMSO	3	1293010
Plate03: A3	HBL-1	D5	1000	4-iodo-SAHA	3	5987
Plate03: A3	HBL-1	D5	1000	Unused	3	1203345
Plate03: A3	HBL-1	D5	1000	Isoliquiritigenin	3	1076825
Plate03: A3	HBL-1	D5	1000	Suramin (sodium salt)	3	1120778
Plate03: A3	HBL-1	D5	1000	BSI-201	3	1146142
Plate03: A3	HBL-1	D5	1000	DMSO	3	1224106
Plate03: A3	HBL-1	D5	1000	Sirtinol	3	1198905
Plate03: A3	HBL-1	D5	1000	UNC0321 (trifluoroacetate salt)	3	1292439
Plate03: A3	HBL-1	D5	1000	CCG-100602	3	1031217
Plate03: A3	HBL-1	D5	1000	Nicotinamide	3	1137342
Plate03: A3	HBL-1	D5	1000	Sodium 4-Phenylbutyrate	3	1193959
Plate03: A3	HBL-1	D5	1000	DMSO	3	1150874
Plate03: A3	HBL-1	D5	1000	4-pentynoyl-Coenzyme A (trifluoroacetate salt)	3	1202897
Plate03: A3	HBL-1	D5	1000	(-)-Neplanocin A	3	567652
Plate03: A3	HBL-1	D5	1000	CAY10669	3	1115590
Plate03: A3	HBL-1	D5	1000	2,4-Pyridinedicarboxylic Acid (hydrate)	3	1205454
Plate03: A3	HBL-1	D5	1000	Rucaparib (phosphate)	3	1358372
Plate03: A3	HBL-1	D5	1000	DMSO	3	1294820
Plate03: A3	HBL-1	D5	1000	C646	3	1154526
Plate03: A3	HBL-1	D5	1000	Cl-Amidine (hydrochloride)	3	1305161
Plate03: A3	HBL-1	D5	1000	Zebularine	3	1075995
Plate03: A3	HBL-1	D5	1000	PFI-1	3	909961
Plate03: A3	HBL-1	D5	1000	IOX1	3	1177255
Plate03: A3	HBL-1	D5	1000	DMSO	3	1170115
Plate03: A3	HBL-1	D5	1000	Tubastatin A (trifluoroacetate salt)	3	1122556
Plate03: A3	HBL-1	D5	1000	F-Amidine (trifluoroacetate salt)	3	1260995
Plate03: A3	HBL-1	D5	1000	Delphinidin (chloride)	3	1297681
Plate03: A3	HBL-1	D5	1000	5-Azacytidine	3	1125395
Plate03: A3	HBL-1	D5	1000	MI-2 (hydrochloride)	3	1307327
Plate03: A3	HBL-1	D5	1000	DMSO	3	1132091
Plate03: A3	HBL-1	D5	1000	Garcinol	3	632604
Plate03: A3	HBL-1	D5	1000	JGB1741	3	1207464
Plate03: A3	HBL-1	D5	1000	ITF 2357	3	3787
Plate03: A3	HBL-1	D5	1000	SGI-1027	3	3950
Plate03: A3	HBL-1	D5	1000	MI-nc (hydrochloride)	3	1212621
Plate03: A3	HBL-1	D5	1000	DMSO	3	934753
Plate04: B1	HBL-1	D5	1000	Gemcitabine	1	96405
Plate04: B1	HBL-1	D5	1000	CPTH2 (hydrochloride)	1	1029248
Plate04: B1	HBL-1	D5	1000	CAY10603	1	1910
Plate04: B1	HBL-1	D5	1000	Panobinostat	1	1575
Plate04: B1	HBL-1	D5	1000	Pyroxamide	1	441734
Plate04: B1	HBL-1	D5	1000	DMSO	1	581318
Plate04: B1	HBL-1	D5	1000	Lomeguatrib	1	1004127
Plate04: B1	HBL-1	D5	1000	Etoposide	1	118032
Plate04: B1	HBL-1	D5	1000	Chaetocin	1	3769
Plate04: B1	HBL-1	D5	1000	MS-275	1	50496
Plate04: B1	HBL-1	D5	1000	N-Oxalylglycine	1	1061094
Plate04: B1	HBL-1	D5	1000	DMSO	1	878760
Plate04: B1	HBL-1	D5	1000	GSK4112	1	1189604
Plate04: B1	HBL-1	D5	1000	Lestaurtinib	1	33823
Plate04: B1	HBL-1	D5	1000	Splitomicin	1	1156970
Plate04: B1	HBL-1	D5	1000	HNHA	1	1139488
Plate04: B1	HBL-1	D5	1000	WDR5-0103	1	1104209
Plate04: B1	HBL-1	D5	1000	DMSO	1	999987
Plate04: B1	HBL-1	D5	1000	Octyl-α-ketoglutarate	1	1121724
Plate04: B1	HBL-1	D5	1000	Butyrolactone 3	1	1176848
Plate04: B1	HBL-1	D5	1000	CBHA	1	460654
Plate04: B1	HBL-1	D5	1000	RG108	1	1085508
Plate04: B1	HBL-1	D5	1000	S-(5'-Adenosyl)-L-methionine chloride (hydrochloride)	1	1182309
Plate04: B1	HBL-1	D5	1000	DMSO	1	977653
Plate04: B1	HBL-1	D5	1000	Daminozide	1	1153161
Plate04: B1	HBL-1	D5	1000	Valproic Acid (sodium salt)	1	1197670
Plate04: B1	HBL-1	D5	1000	M 344	1	94579
Plate04: B1	HBL-1	D5	1000	2',3',5'-triacetyl-5-Azacytidine	1	1103060
Plate04: B1	HBL-1	D5	1000	AMI-1 (sodium salt)	1	1147583
Plate04: B1	HBL-1	D5	1000	DMSO	1	1053045
Plate04: B1	HBL-1	D5	1000	GSK-J1 (sodium salt)	1	1165133
Plate04: B1	HBL-1	D5	1000	Tenovin-1	1	830544
Plate04: B1	HBL-1	D5	1000	Oxamflatin	1	65204
Plate04: B1	HBL-1	D5	1000	S-Adenosylhomocysteine	1	1068748
Plate04: B1	HBL-1	D5	1000	EPZ005687	1	1239883
Plate04: B1	HBL-1	D5	1000	DMSO	1	1053138
Plate04: B1	HBL-1	D5	1000	GSK-J2 (sodium salt)	1	1123205
Plate04: B1	HBL-1	D5	1000	Sodium Butyrate	1	1115837
Plate04: B1	HBL-1	D5	1000	Salermide	1	1062566
Plate04: B1	HBL-1	D5	1000	UNC0224	1	1053183
Plate04: B1	HBL-1	D5	1000	SGC0946	1	1364800
Plate04: B1	HBL-1	D5	1000	DMSO	1	1068260
Plate04: B1	HBL-1	D5	1000	GSK-J4 (hydrochloride)	1	1179746
Plate04: B1	HBL-1	D5	1000	BIX01294 (hydrochloride hydrate)	1	1289077
Plate04: B1	HBL-1	D5	1000	Mirin	1	1135923
Plate04: B1	HBL-1	D5	1000	Tubacin	1	933662
Plate04: B1	HBL-1	D5	1000	UNC1215	1	1156901
Plate04: B1	HBL-1	D5	1000	DMSO	1	1027958
Plate04: B1	HBL-1	D5	1000	GSK-J5 (hydrochloride)	1	1144385
Plate04: B1	HBL-1	D5	1000	Anacardic Acid	1	1258962
Plate04: B1	HBL-1	D5	1000	Pimelic Diphenylamide 106	1	1100336
Plate04: B1	HBL-1	D5	1000	3-Deazaneplanocin A	1	584102
Plate04: B1	HBL-1	D5	1000	AK-7	1	1202413
Plate04: B1	HBL-1	D5	1000	DMSO	1	1090974
Plate04: B1	HBL-1	D5	1000	CI-994	1	689143
Plate04: B1	HBL-1	D5	1000	AGK2	1	1089318
Plate04: B1	HBL-1	D5	1000	(S)-HDAC-42	1	7275
Plate04: B1	HBL-1	D5	1000	Sinefungin	1	1123224
Plate04: B1	HBL-1	D5	1000	GSK343	1	1408109
Plate04: B1	HBL-1	D5	1000	DMSO	1	742630
Plate05: B2	HBL-1	D5	1000	Gemcitabine	2	98731
Plate05: B2	HBL-1	D5	1000	CPTH2 (hydrochloride)	2	1097374
Plate05: B2	HBL-1	D5	1000	CAY10603	2	1937
Plate05: B2	HBL-1	D5	1000	Panobinostat	2	1639
Plate05: B2	HBL-1	D5	1000	Pyroxamide	2	394615
Plate05: B2	HBL-1	D5	1000	DMSO	2	722205
Plate05: B2	HBL-1	D5	1000	Lomeguatrib	2	1206228
Plate05: B2	HBL-1	D5	1000	Etoposide	2	119425
Plate05: B2	HBL-1	D5	1000	Chaetocin	2	3557
Plate05: B2	HBL-1	D5	1000	MS-275	2	46846
Plate05: B2	HBL-1	D5	1000	N-Oxalylglycine	2	1208467
Plate05: B2	HBL-1	D5	1000	DMSO	2	968129
Plate05: B2	HBL-1	D5	1000	GSK4112	2	1205653
Plate05: B2	HBL-1	D5	1000	Lestaurtinib	2	30873
Plate05: B2	HBL-1	D5	1000	Splitomicin	2	1171884
Plate05: B2	HBL-1	D5	1000	HNHA	2	1187161
Plate05: B2	HBL-1	D5	1000	WDR5-0103	2	1115212
Plate05: B2	HBL-1	D5	1000	DMSO	2	1056027
Plate05: B2	HBL-1	D5	1000	Octyl-α-ketoglutarate	2	1197543
Plate05: B2	HBL-1	D5	1000	Butyrolactone 3	2	1177970
Plate05: B2	HBL-1	D5	1000	CBHA	2	406312
Plate05: B2	HBL-1	D5	1000	RG108	2	1115300
Plate05: B2	HBL-1	D5	1000	S-(5'-Adenosyl)-L-methionine chloride (hydrochloride)	2	1165426
Plate05: B2	HBL-1	D5	1000	DMSO	2	1094095
Plate05: B2	HBL-1	D5	1000	Daminozide	2	1153970
Plate05: B2	HBL-1	D5	1000	Valproic Acid (sodium salt)	2	1087318
Plate05: B2	HBL-1	D5	1000	M 344	2	81312
Plate05: B2	HBL-1	D5	1000	2',3',5'-triacetyl-5-Azacytidine	2	1089851
Plate05: B2	HBL-1	D5	1000	AMI-1 (sodium salt)	2	1154920
Plate05: B2	HBL-1	D5	1000	DMSO	2	1102264
Plate05: B2	HBL-1	D5	1000	GSK-J1 (sodium salt)	2	1156377
Plate05: B2	HBL-1	D5	1000	Tenovin-1	2	727948
Plate05: B2	HBL-1	D5	1000	Oxamflatin	2	55832
Plate05: B2	HBL-1	D5	1000	S-Adenosylhomocysteine	2	1053133
Plate05: B2	HBL-1	D5	1000	EPZ005687	2	1135419
Plate05: B2	HBL-1	D5	1000	DMSO	2	1097615
Plate05: B2	HBL-1	D5	1000	GSK-J2 (sodium salt)	2	1112927
Plate05: B2	HBL-1	D5	1000	Sodium Butyrate	2	1057804
Plate05: B2	HBL-1	D5	1000	Salermide	2	1085686
Plate05: B2	HBL-1	D5	1000	UNC0224	2	1109763
Plate05: B2	HBL-1	D5	1000	SGC0946	2	1327872
Plate05: B2	HBL-1	D5	1000	DMSO	2	1035570
Plate05: B2	HBL-1	D5	1000	GSK-J4 (hydrochloride)	2	1169281
Plate05: B2	HBL-1	D5	1000	BIX01294 (hydrochloride hydrate)	2	1224558
Plate05: B2	HBL-1	D5	1000	Mirin	2	1084289
Plate05: B2	HBL-1	D5	1000	Tubacin	2	896965
Plate05: B2	HBL-1	D5	1000	UNC1215	2	1151009
Plate05: B2	HBL-1	D5	1000	DMSO	2	1066485
Plate05: B2	HBL-1	D5	1000	GSK-J5 (hydrochloride)	2	1168098
Plate05: B2	HBL-1	D5	1000	Anacardic Acid	2	1134254
Plate05: B2	HBL-1	D5	1000	Pimelic Diphenylamide 106	2	1059850
Plate05: B2	HBL-1	D5	1000	3-Deazaneplanocin A	2	562586
Plate05: B2	HBL-1	D5	1000	AK-7	2	1176180
Plate05: B2	HBL-1	D5	1000	DMSO	2	1120272
Plate05: B2	HBL-1	D5	1000	CI-994	2	698017
Plate05: B2	HBL-1	D5	1000	AGK2	2	1171424
Plate05: B2	HBL-1	D5	1000	(S)-HDAC-42	2	7428
Plate05: B2	HBL-1	D5	1000	Sinefungin	2	1164824
Plate05: B2	HBL-1	D5	1000	GSK343	2	1458050
Plate05: B2	HBL-1	D5	1000	DMSO	2	788674
Plate06: B3	HBL-1	D5	1000	Gemcitabine	3	109601
Plate06: B3	HBL-1	D5	1000	CPTH2 (hydrochloride)	3	1085463
Plate06: B3	HBL-1	D5	1000	CAY10603	3	1928
Plate06: B3	HBL-1	D5	1000	Panobinostat	3	1573
Plate06: B3	HBL-1	D5	1000	Pyroxamide	3	397293
Plate06: B3	HBL-1	D5	1000	DMSO	3	650191
Plate06: B3	HBL-1	D5	1000	Lomeguatrib	3	1159863
Plate06: B3	HBL-1	D5	1000	Etoposide	3	116961
Plate06: B3	HBL-1	D5	1000	Chaetocin	3	3754
Plate06: B3	HBL-1	D5	1000	MS-275	3	51737
Plate06: B3	HBL-1	D5	1000	N-Oxalylglycine	3	1081157
Plate06: B3	HBL-1	D5	1000	DMSO	3	998952
Plate06: B3	HBL-1	D5	1000	GSK4112	3	1123861
Plate06: B3	HBL-1	D5	1000	Lestaurtinib	3	29587
Plate06: B3	HBL-1	D5	1000	Splitomicin	3	1158175
Plate06: B3	HBL-1	D5	1000	HNHA	3	1041726
Plate06: B3	HBL-1	D5	1000	WDR5-0103	3	1028285
Plate06: B3	HBL-1	D5	1000	DMSO	3	1070349
Plate06: B3	HBL-1	D5	1000	Octyl-α-ketoglutarate	3	1195326
Plate06: B3	HBL-1	D5	1000	Butyrolactone 3	3	1043737
Plate06: B3	HBL-1	D5	1000	CBHA	3	420804
Plate06: B3	HBL-1	D5	1000	RG108	3	1093908
Plate06: B3	HBL-1	D5	1000	S-(5'-Adenosyl)-L-methionine chloride (hydrochloride)	3	1072780
Plate06: B3	HBL-1	D5	1000	DMSO	3	1057423
Plate06: B3	HBL-1	D5	1000	Daminozide	3	1243846
Plate06: B3	HBL-1	D5	1000	Valproic Acid (sodium salt)	3	1088796
Plate06: B3	HBL-1	D5	1000	M 344	3	85462
Plate06: B3	HBL-1	D5	1000	2',3',5'-triacetyl-5-Azacytidine	3	1027069
Plate06: B3	HBL-1	D5	1000	AMI-1 (sodium salt)	3	1050891
Plate06: B3	HBL-1	D5	1000	DMSO	3	1100441
Plate06: B3	HBL-1	D5	1000	GSK-J1 (sodium salt)	3	1143560
Plate06: B3	HBL-1	D5	1000	Tenovin-1	3	864792
Plate06: B3	HBL-1	D5	1000	Oxamflatin	3	65940
Plate06: B3	HBL-1	D5	1000	S-Adenosylhomocysteine	3	1118348
Plate06: B3	HBL-1	D5	1000	EPZ005687	3	1067954
Plate06: B3	HBL-1	D5	1000	DMSO	3	1080462
Plate06: B3	HBL-1	D5	1000	GSK-J2 (sodium salt)	3	1131721
Plate06: B3	HBL-1	D5	1000	Sodium Butyrate	3	963774
Plate06: B3	HBL-1	D5	1000	Salermide	3	1087903
Plate06: B3	HBL-1	D5	1000	UNC0224	3	1053026
Plate06: B3	HBL-1	D5	1000	SGC0946	3	1306886
Plate06: B3	HBL-1	D5	1000	DMSO	3	1015683
Plate06: B3	HBL-1	D5	1000	GSK-J4 (hydrochloride)	3	1129513
Plate06: B3	HBL-1	D5	1000	BIX01294 (hydrochloride hydrate)	3	1089735
Plate06: B3	HBL-1	D5	1000	Mirin	3	938996
Plate06: B3	HBL-1	D5	1000	Tubacin	3	863478
Plate06: B3	HBL-1	D5	1000	UNC1215	3	965393
Plate06: B3	HBL-1	D5	1000	DMSO	3	983590
Plate06: B3	HBL-1	D5	1000	GSK-J5 (hydrochloride)	3	1108985
Plate06: B3	HBL-1	D5	1000	Anacardic Acid	3	1211813
Plate06: B3	HBL-1	D5	1000	Pimelic Diphenylamide 106	3	1071415
Plate06: B3	HBL-1	D5	1000	3-Deazaneplanocin A	3	564137
Plate06: B3	HBL-1	D5	1000	AK-7	3	1078805
Plate06: B3	HBL-1	D5	1000	DMSO	3	1060021
Plate06: B3	HBL-1	D5	1000	CI-994	3	672762
Plate06: B3	HBL-1	D5	1000	AGK2	3	1117358
Plate06: B3	HBL-1	D5	1000	(S)-HDAC-42	3	9477
Plate06: B3	HBL-1	D5	1000	Sinefungin	3	1190709
Plate06: B3	HBL-1	D5	1000	GSK343	3	1361288
Plate06: B3	HBL-1	D5	1000	DMSO	3	668603
Plate07: C1	HBL-1	D5	1000	Bromosporine	1	169103
Plate07: C1	HBL-1	D5	1000	JIB-04	1	37132
Plate07: C1	HBL-1	D5	1000	AGK7	1	1023803
Plate07: C1	HBL-1	D5	1000	Nullscript	1	977955
Plate07: C1	HBL-1	D5	1000	BML-210	1	840951
Plate07: C1	HBL-1	D5	1000	DMSO	1	455023
Plate07: C1	HBL-1	D5	1000	GSK2801	1	901577
Plate07: C1	HBL-1	D5	1000	CAY10683	1	1157419
Plate07: C1	HBL-1	D5	1000	5-Methyl-2'-deoxycytidine	1	1173823
Plate07: C1	HBL-1	D5	1000	GSK-LSD1 (hydrochloride)	1	1168213
Plate07: C1	HBL-1	D5	1000	Piceatannol	1	1061305
Plate07: C1	HBL-1	D5	1000	DMSO	1	809015
Plate07: C1	HBL-1	D5	1000	SIRT1/2 Inhibitor IV	1	959395
Plate07: C1	HBL-1	D5	1000	GSK126	1	1210806
Plate07: C1	HBL-1	D5	1000	EPZ5676	1	1326980
Plate07: C1	HBL-1	D5	1000	RGFP966	1	1107477
Plate07: C1	HBL-1	D5	1000	CAY10591	1	1013156
Plate07: C1	HBL-1	D5	1000	DMSO	1	938618
Plate07: C1	HBL-1	D5	1000	I-CBP112 (hydrochloride)	1	1063457
Plate07: C1	HBL-1	D5	1000	CPI-203	1	146684
Plate07: C1	HBL-1	D5	1000	MC 1568	1	1074736
Plate07: C1	HBL-1	D5	1000	BRD73954	1	1010919
Plate07: C1	HBL-1	D5	1000	(±)-EX-527	1	1069526
Plate07: C1	HBL-1	D5	1000	DMSO	1	933125
Plate07: C1	HBL-1	D5	1000	SGC-CBP30	1	962342
Plate07: C1	HBL-1	D5	1000	MS-436	1	1137479
Plate07: C1	HBL-1	D5	1000	B32B3	1	1027972
Plate07: C1	HBL-1	D5	1000	trans-Resveratrol	1	1078824
Plate07: C1	HBL-1	D5	1000	SAHA	1	107452
Plate07: C1	HBL-1	D5	1000	DMSO	1	944071
Plate07: C1	HBL-1	D5	1000	UNC0642	1	1023500
Plate07: C1	HBL-1	D5	1000	6-Thioguanine	1	791516
Plate07: C1	HBL-1	D5	1000	α-Hydroxyglutaric Acid (sodium salt)	1	1006224
Plate07: C1	HBL-1	D5	1000	2,4-DPD	1	999984
Plate07: C1	HBL-1	D5	1000	Tranylcypromine (hydrochloride)	1	1053222
Plate07: C1	HBL-1	D5	1000	DMSO	1	945541
Plate07: C1	HBL-1	D5	1000	UNC1999	1	1243533
Plate07: C1	HBL-1	D5	1000	Tubastatin A	1	1173974
Plate07: C1	HBL-1	D5	1000	S-(5'-Adenosyl)-L-methionine (tosylate)	1	1089921
Plate07: C1	HBL-1	D5	1000	DMOG	1	1081949
Plate07: C1	HBL-1	D5	1000	Unused	1	992840
