name	variability	bootstrap_lower_bound	bootstrap_upper_bound	p_value	p_value_adj
AC0035:ZNF:C2H2_ZF	3.76174433478313	0.583542169376381	4.15936829614532	3.2167054350879e-09	1.13206705091215e-08
AC0036:BCL11A/BCL11B:C2H2_ZF	4.75323265177898	0.60673431636387	5.44960735454217	1.27524755064433e-14	8.9267328545103e-14
AC0037:ZNF:C2H2_ZF	3.12733518670658	1.06401212331062	3.67101111357201	1.89905814545093e-06	4.46383778100459e-06
AC0038:THAP:['C2CH_THAP-type_zinc_finger_factors']	6.15048469068697	1.04924616349076	7.14302200455668	1.9505143525023e-24	4.96991057017585e-23
AC0039:TFAP2A/TFAP2C:AP-2	2.02669720570231	0.109578005938303	2.4556052191931	0.00635622600755639	0.00994819647865706
AC0040:ZNF:C2H2_ZF	3.01754318095669	0.940239638797721	3.60934713285335	5.05258070282517e-06	1.11753260684015e-05
AC0043:TFAP2A/TFAP2C:AP-2	4.28850063221124	0.720678373053767	4.76917470151861	6.30455430515349e-12	3.16220558455337e-11
AC0045:ZNF:C2H2_ZF	5.50961594049162	1.74620106084615	6.42951740807209	1.29192094229391e-19	1.7509651920026e-18
AC0046:EBF:['Rel_homology_region_(RHR)_factors']	4.93420494329527	1.75859316920328	5.80570966236804	9.53453810566505e-16	8.31986407302553e-15
AC0047:ZNF:C2H2_ZF	5.54252687541473	1.58839668492759	6.62764198033745	7.5303417012208e-20	1.04278862253862e-18
AC0048:ZNF:C2H2_ZF	1.91103354815712	0.479176093021351	2.29078964755227	0.0119653805020829	0.0177667771091534
AC0049:PLAGL:C2H2_ZF	3.30397446937032	0.830429461107283	3.97820852092827	3.63864536189719e-07	9.23433105788252e-07
AC0050:ZNF:C2H2_ZF	2.17606640489965	0.754661131580888	2.53129041551528	0.00263800152110476	0.0044221236024835
AC0051:PLAG:C2H2_ZF	3.19471533455985	1.00303609345746	3.78183478193288	1.0226592617618e-06	2.48638912115368e-06
AC0052:ZNF:C2H2_ZF	5.78789713346189	0.947722510232204	6.61624104524143	1.21378895540444e-21	2.14773212386841e-20
AC0053:ZNF:C2H2_ZF	2.59738574457841	0.701828737088326	3.05885185459277	0.000151425067416401	0.000294977883621552
AC0055:ZNF:C2H2_ZF	3.47280830465925	1.13993257315005	4.0306273863779	6.85608998968803e-08	1.94103525485834e-07
AC0056:ZNF/SP:C2H2_ZF	1.97426434746739	0.301456917364066	2.39872251113978	0.00851170477082288	0.0129402289713942
AC0057:ZBTB/ZNF:C2H2_ZF	2.24270903951199	0.567634926984402	2.69030598415088	0.00174196057320503	0.00295114065194576
AC0058:ZNF:C2H2_ZF	3.35577189347892	1.00226711760461	4.03757568716072	2.20090848079699e-07	5.69910041572229e-07
AC0059:YY/ZFP:C2H2_ZF	2.04572509664795	0.560390498741605	2.42800868066646	0.00570485465797938	0.00901735091099966
AC0060:YY/MZF:C2H2_ZF	2.80333832938908	0.963287870954322	3.29544472712796	3.06237135900779e-05	6.3958378875015e-05
AC0061:YY:C2H2_ZF	5.41110977613063	0.874279679724785	5.95154268886973	6.37330532523965e-19	7.80729902341857e-18
AC0062:ZNF:C2H2_ZF	2.37728596955748	0.618072945435432	2.71948990737382	0.000722146293971704	0.0013068386058522
AC0063:ZNF:C2H2_ZF	3.72882736486303	1.13944748832346	4.42234514039512	4.61729823735966e-09	1.58984809578276e-08
AC0065:RFX:RFX	2.51750239367594	0.560424976776415	2.97679981213172	0.000271653118689821	0.000516546377926615
AC0066:RFX:RFX	2.84824039477989	0.0606527635572806	3.40624159163392	2.12387820567136e-05	4.50970139004218e-05
AC0067:RFX:RFX	2.08719575667396	0.0132222991161567	2.55606239101428	0.0044894085370176	0.00733270061046209
AC0068:HIC:C2H2_ZF	1.72750535024232	0.0176250657881183	2.0626605164655	0.0299247347324795	0.0418946286254713
AC0069:ZNF:C2H2_ZF	2.31854877780245	0.0592663050195482	2.81852514807213	0.00106798027185565	0.00188973175881124
AC0070:MYB/MYBL:Myb/SANT	2.78096558254238	0.612496492167529	3.29461883169215	3.66633137814648e-05	7.6073390484668e-05
AC0071:MYB:Myb/SANT	2.03761856815196	0.400829876828125	2.45683304240503	0.00597461049339673	0.00939710341800917
AC0072:MYBL:Myb/SANT	2.0894405768224	0.203339142967618	2.38071877823153	0.00443087371185262	0.00725595287487702
AC0073:MYBL:Myb/SANT	1.95598342862899	0.0405980896880951	2.28885516563171	0.00940468567039207	0.0141961724455918
AC0075:OVOL:C2H2_ZF	1.80755381380543	0.278390425076379	2.11682246919746	0.020328707994417	0.0291869963021688
AC0076:OVOL:C2H2_ZF	2.30890723355397	0.749550889206925	2.74165967449258	0.00113765292126912	0.00200189201891831
AC0077:ZIC/GLIS:C2H2_ZF	1.96332982612586	0.598583024032679	2.32887361616227	0.00903623937365779	0.0136724096936342
AC0078:CTCF/CTCFL:C2H2_ZF	2.60758132341627	0.757349401549028	3.11515188884282	0.000140340116385129	0.000274222865451925
AC0079:ZNF:C2H2_ZF	6.48389214691191	2.02401115063883	7.45288617064828	3.70314994955332e-27	1.31050362103637e-25
AC0080:ZNF:C2H2_ZF	5.21852737698623	0.919641830679118	6.17931116894671	1.32598753728373e-17	1.50831082366024e-16
AC0081:NFIA/NFIC:SMAD	2.91146337584412	0.326879413008464	3.53719789402914	1.25532856414317e-05	2.71987855564354e-05
AC0082:NFIX/NFIC:SMAD	5.95859977745098	1.31152480296362	6.76587690229019	6.17000770617698e-23	1.35527410649474e-21
AC0083:ZBTB:C2H2_ZF	4.17893354289513	0.981905850972055	4.97093589166748	2.47279058614489e-11	1.19330879043507e-10
AC0084:HIC:C2H2_ZF	7.10564622220134	0.895537100248425	7.80473453188582	1.26915699690039e-32	8.08453007025546e-31
AC0085:ZNF:C2H2_ZF	4.09250922288935	0.236039918525242	4.35849385286304	7.08160711920474e-11	3.24531203952045e-10
AC0088:ZNF:C2H2_ZF	3.68487700359035	1.01641617053486	4.1722790199404	7.44276806175706e-09	2.4564990960307e-08
AC0089:ZNF:C2H2_ZF	2.08231974922142	0.563833096064691	2.36974587419648	0.0046189779102472	0.0075058391041517
AC0090:ZNF:C2H2_ZF	5.15973874325987	1.13569501360475	5.9211428611369	3.27489212186592e-17	3.36468755101386e-16
AC0091:ZNF:C2H2_ZF	1.8289508068323	0.290903076190897	2.13146960568842	0.0182694210513009	0.0265093877213638
AC0094:ZNF:C2H2_ZF	1.87290522861943	0.428522869076235	2.2576066424557	0.0146035223914906	0.0213849281916771
AC0095:E2F:E2F	4.0082604791955	0.189766007958507	4.60590264182381	1.93214791381336e-10	7.94050465225232e-10
AC0096:ZNF:C2H2_ZF	2.07899926893744	0.306444637891811	2.41591342636573	0.00470914431071231	0.00761351504041559
AC0099:ZNF:C2H2_ZF	4.30771689992252	0.716956632711625	5.09619146150915	4.94219269712679e-12	2.5388522161853e-11
AC0100:ZNF:C2H2_ZF	4.28907865794877	1.38094219848006	5.13258481012248	6.25865510920288e-12	3.16220558455337e-11
AC0101:ZBTB:C2H2_ZF	1.99970383727016	0.173217312834702	2.25083072212346	0.00739534386375675	0.0114340632068278
AC0102:ZNF:C2H2_ZF	2.50834655868994	0.10888100275426	2.76199000265837	0.00029010435232804	0.000549989501288575
AC0103:ZBTB:['C2H2_zinc_finger_factors']	3.13412184074276	0.260627145065691	3.60981952992738	1.78541349373359e-06	4.2122533166974e-06
AC0104:ZNF:C2H2_ZF	7.39985871589429	1.09449257940359	8.30801725911351	2.19158099454732e-35	1.99433870503806e-33
AC0107:KLF:C2H2_ZF	3.63076225094555	0.977488757188431	4.30050127646893	1.32893322735911e-08	4.29710896359264e-08
AC0114:ZNF/VEZF:C2H2_ZF	3.22380599564796	0.786380119241361	3.89972453846182	7.79467680946125e-07	1.90969581831801e-06
AC0116:GLIS:C2H2_ZF	2.18211490994844	0.618947502821631	2.59978580578695	0.00254194876315085	0.0042723518789633
AC0117:GLI/ZIC:C2H2_ZF	5.16021237755737	1.27065778017157	5.85336707576583	3.2512602100914e-17	3.36468755101386e-16
AC0118:ZBTB7A:C2H2_ZF	1.92045234747798	0.261449582898374	2.16647266984061	0.0113826276942341	0.0169806413143492
AC0120:RREB:C2H2_ZF	4.64670997488961	1.47158630019592	5.35969187285549	5.60181387690577e-14	3.51509928151926e-13
AC0121:ZNF:C2H2_ZF	5.45909188619052	1.28040802182417	6.21350661131089	2.93994492363571e-19	3.82192840072642e-18
AC0122:XPA:Unknown	6.80370646844133	1.59307371971896	7.98897834723921	6.6195490763537e-30	3.01189482974093e-28
AC0123:FOXO:Forkhead	6.91031270529139	2.2248745719003	8.16414083408634	7.50030604506202e-31	3.67514996208039e-29
AC0124:ZNF:C2H2_ZF	5.08847404561288	0.931382413369132	5.61769989243291	9.66219691951643e-17	9.05120505548819e-16
AC0125:ZNF:C2H2_ZF	6.41207757220229	1.97027065377795	7.59882534106737	1.46934008811969e-26	4.45699826729639e-25
AC0126:ZNF:C2H2_ZF	2.47684253004622	0.597333569315363	3.01057192621149	0.000362983990925712	0.000680061182999055
AC0127:ZFP:C2H2_ZF	3.39641815274853	0.241634333524784	4.10461573265242	1.4748905111747e-07	3.93098433313089e-07
AC0128:TFCP:Grainyhead	3.83312153163317	1.28638629453804	4.53445243257275	1.45236012064879e-09	5.28659083916159e-09
AC0129:THAP:THAP_finger	4.3755106946079	0.937732187366484	5.03569529429722	2.07486443707113e-12	1.10140720534526e-11
AC0131:ZNF:C2H2_ZF	3.43803318405046	0.712908075955881	4.14680650778932	9.73844145226179e-08	2.6854490065328e-07
AC0132:ZSCAN/KLF:C2H2_ZF	7.57326239929466	1.67023243528086	8.9517013147384	4.56351933192549e-37	4.84493635739423e-35
AC0133:ZNF:C2H2_ZF	4.05806274304636	1.36323495665618	4.69711543195674	1.07028122214039e-10	4.70185612760983e-10
AC0134:HSF:HSF	4.54187648535254	0.915855309132968	5.06657158608277	2.32398271908411e-13	1.37071943708942e-12
AC0135:ZBTB:C2H2_ZF	4.4494301116694	1.00637343336633	5.21421064241898	7.92629537946813e-13	4.35262944544931e-12
AC0136:INSM:C2H2_ZF	3.98823793506861	1.42696508308646	4.64645875862263	2.44485703842544e-10	9.91957919412107e-10
AC0137:ZNF:C2H2_ZF	1.87131431779969	0.376777177952959	2.27530459238693	0.014723959824058	0.0215118403851489
AC0138:GTF3A:C2H2_ZF	5.59758195443952	0.909548903097367	6.37907890173856	3.03023268445129e-20	4.28946271110105e-19
AC0139:ZNF:C2H2_ZF	4.37180464424269	1.44537873212001	5.13133406099942	2.17646835604431e-12	1.14579367173572e-11
AC0140:ZNF75A/ZNF75D:C2H2_ZF	3.61976615508541	0.689575780017037	4.37426100382766	1.49343357586475e-08	4.749764256808e-08
AC0141:IKZF:C2H2_ZF	7.2059378270744	1.69032774701209	8.03293671317943	1.49447808978962e-33	1.18997817899498e-31
AC0142:IKZF:C2H2_ZF	2.68165559676297	0.591495828041106	3.22945543989136	8.00006391909962e-05	0.000161267111280584
AC0145:ZNF:C2H2_ZF	5.81778014761131	1.49992101904448	6.57652346068643	7.2511761521097e-22	1.31971405968397e-20
AC0146:ZNF/ZNF324B:['C2H2_zinc_finger_factors']	4.28881235970093	1.39030954939814	4.99093094878706	6.27976014573721e-12	3.16220558455337e-11
AC0147:ZNF:C2H2_ZF	4.69086030107401	1.54867878158648	5.57636349722702	3.04617005635926e-14	2.02126075614672e-13
AC0148:ZNF:C2H2_ZF	4.7915994434413	1.58048514206337	5.65665446668285	7.42039480774315e-15	5.43309366957745e-14
AC0149:ZNF:C2H2_ZF	2.53281364016641	0.261128158220288	3.09102906098367	0.000243239748651704	0.000466697951479323
AC0150:ZNF:C2H2_ZF	2.05845439020922	0.0461207749284513	2.51911621148115	0.00530341592426508	0.00844568985939215
AC0151:ZNF:C2H2_ZF	3.11829832527979	0.84710845649653	3.76386381277096	2.0612357273361e-06	4.79199692815e-06
AC0153:ZNF:C2H2_ZF	4.71548944078354	1.34765033415257	5.4961916521116	2.16293311384716e-14	1.48149289625875e-13
AC0154:ZNF:C2H2_ZF	7.06994847814822	1.30815856805011	7.9265978657571	2.69780114669653e-32	1.56227211858699e-30
AC0155:ETS/SIX:Ets	4.05361851504466	0.913538376293529	4.66314777637348	1.12856040214833e-10	4.89042840930945e-10
AC0156:ZNF:C2H2_ZF	4.33968458244974	0.52612382865659	4.91290404904306	3.2880546338255e-12	1.71679573913676e-11
AC0157:ZFP:['C2H2_zinc_finger_factors']	2.86255558988002	0.0458718992903637	2.9480362880249	1.8875195106051e-05	4.02123721824565e-05
AC0158:E2F/TFDP:E2F	3.84799839504691	0.199497521646341	4.49670279273309	1.2281301750855e-09	4.52207469092176e-09
AC0159:E2F:E2F	2.8199713574751	0.477763056963007	3.30022876909037	2.67610199374426e-05	5.64462572852681e-05
AC0160:BCL11B:C2H2_ZF	2.35790803333494	0.535946787375527	2.64958689271495	0.00082263599959173	0.00147611023025333
AC0161:E2F/ZBTB:E2F	4.7402250903132	0.150400837642703	4.93348808799044	1.5306734350064e-14	1.05982497619465e-13
AC0162:ZNF:C2H2_ZF	4.85249777174371	1.35084905050353	5.50542587695995	3.1128852748404e-15	2.41818039033333e-14
AC0163:ZNF:C2H2_ZF	6.4731939903314	0.68584750602057	7.37317969455857	4.55162131656058e-27	1.5259909361311e-25
AC0164:ZNF:C2H2_ZF	4.97719562170181	1.56266549775243	5.7081876345436	5.07447294174221e-16	4.61054212323411e-15
AC0165:ZNF:C2H2_ZF	3.56553392078483	1.18876033440038	4.17090983044243	2.6411642270318e-08	8.01153148866313e-08
AC0166:ZFP:C2H2_ZF	2.64241459491522	0.962167210277856	3.09755695540451	0.000107974904114178	0.000214267956139349
AC0167:ZNF:C2H2_ZF	2.25226904019134	0.337340828215085	2.73765397344066	0.00163940504374927	0.00279224869750879
AC0168:ZNF:C2H2_ZF	2.42367638059402	0.641707509386071	2.85383275227686	0.000526133160583917	0.000968632437259986
AC0170:FLI/ZNF:Ets	1.80740371148407	0.217337141574498	2.20222743655719	0.0203438404366765	0.0291869963021688
AC0174:ZSCAN:C2H2_ZF	4.95262402150383	1.53126314688383	5.74930884974428	7.2818842439735e-16	6.44244481029322e-15
AC0175:MZF:C2H2_ZF	2.99737121186466	0.37583225087828	3.64617276638578	6.02331476696128e-06	1.31850567235544e-05
AC0176:MZF:C2H2_ZF	4.42687083628479	0.692844389090569	5.37100864415567	1.06507571202571e-12	5.70128763496115e-12
AC0177:ZNF/MZF:C2H2_ZF	4.64637940765953	1.30239162394252	5.53957776091142	5.62729799296681e-14	3.51509928151926e-13
AC0178:ZNF:C2H2_ZF	3.06166619903938	0.987035718356639	3.52300979959025	3.4250532337164e-06	7.7093954412627e-06
AC0179:ZNF:C2H2_ZF	3.45926663543473	0.619626628765358	4.18480850547574	7.86355484535541e-08	2.21640904269531e-07
AC0182:ZNF:C2H2_ZF	2.05970367768919	0.662127353787499	2.45790454334745	0.00526542811913599	0.00840620980423465
AC0183:ZNF:C2H2_ZF	1.91474647460719	0.213325595276536	2.31342828457456	0.0117325707900345	0.0174617934421774
AC0184:ZNF:C2H2_ZF	1.87909510271862	0.397301580309481	2.29766255872943	0.0141431463770133	0.0208545931531423
AC0185:ZNF:C2H2_ZF	3.55920966793127	0.289173443949842	4.0413312474071	2.82107827699251e-08	8.39732178712258e-08
AC0186:ZNF:C2H2_ZF	1.9237563311187	0.103149643962338	2.35126742606672	0.0111842578147856	0.0167238784695268
AC0188:IRF/STAT:IRF	3.19417442831868	0.860158200480852	3.81630281738058	1.02781050843764e-06	2.48941176378242e-06
AC0192:PRDM:C2H2_ZF	2.52806960070749	0.90935513809734	2.96354047926377	0.000251729817383732	0.00048153721823855
AC0193:ZNF:C2H2_ZF	5.21311109225874	1.15618984862948	6.00842936785826	1.44180341738786e-17	1.61127855592292e-16
AC0194:ZNF:C2H2_ZF	2.02208418345881	0.536136329527885	2.41731455673488	0.00652391087395052	0.0101856157517316
AC0195:ZNF:C2H2_ZF	2.69684874233972	0.409247774612211	3.2632160931229	7.11399766759736e-05	0.000144318997269411
AC0196:NFKB/RELA:Rel	3.38172235019222	0.148671566529827	4.13625327097292	1.70556250744574e-07	4.50806355702463e-07
AC0197:ZBTB:C2H2_ZF	3.39732870433749	0.0216501681181966	4.1588875981441	1.4616390435771e-07	3.91203391075047e-07
AC0198:ZBTB:C2H2_ZF	4.0851594306665	1.02541008040734	4.64577331177653	7.73632925510256e-11	3.52002981107167e-10
AC0199:HSF:HSF	5.17313908006855	1.58134240103069	6.15503261556078	2.66744241560246e-17	2.83193469789795e-16
AC0200:ZNF:C2H2_ZF	3.71636762474515	1.13298208016611	4.26960111239962	5.28969682679764e-09	1.78282374532809e-08
AC0201:TEAD:TEA	4.13705625997862	1.45797425385929	4.80434188096067	4.1289366251597e-11	1.96278554494532e-10
AC0202:ZNF:C2H2_ZF	3.61943088821881	1.1937334563164	4.26854219702764	1.49874821918117e-08	4.749764256808e-08
AC0203:ZNF:C2H2_ZF	3.63011124910071	1.10432293346765	4.31810718162314	1.33816052546138e-08	4.30509219555001e-08
AC0204:ZNF33B:C2H2_ZF	2.1354450877246	0.088104424970255	2.60866639600123	0.00337413132487657	0.00558265364661395
AC0206:NFATC:Rel	1.90780769562093	0.0516893906885801	2.10518343303044	0.0121709648978814	0.0180137998921231
AC0208:NFATC/ZNF:Rel	2.06724890701948	0.175631513179225	2.50868689050512	0.0050411836518877	0.00808875059509437
AC0209:ZNF:C2H2_ZF	2.07900227386171	0.593923671578987	2.4731796969234	0.00470906199655008	0.00761351504041559
AC0211:ZNF:C2H2_ZF	3.27621785785576	0.861236970308286	3.90919432682579	4.74749821502855e-07	1.19061274132803e-06
AC0212:STAT/STAT5A:STAT	1.70924479654811	0.0929089270530957	1.82012265031413	0.0325907351888806	0.0454273486111968
AC0213:STAT/STAT5A:STAT	2.03783663583877	0.627360520743082	2.42470239389205	0.00596720588551527	0.00939710341800917
AC0214:OSR:C2H2_ZF	1.81687167816449	0.191626149496413	2.19838067230406	0.0194083199723459	0.0280342399600551
AC0215:ZNF:C2H2_ZF	2.62206438204174	0.605706222442402	3.14890614637265	0.000125904246673769	0.000248300325483563
AC0216:ZNF:C2H2_ZF	1.80589079518918	0.398388912970784	2.17337591265679	0.0204969122246594	0.029340523791254
AC0217:ZNF:C2H2_ZF	3.60962871710668	0.857700614220199	4.21751535451585	1.6625255887172e-08	5.19131764712185e-08
AC0218:ZSCAN:C2H2_ZF	4.64636290221065	1.77429158037395	5.39643051402362	5.62857341781733e-14	3.51509928151926e-13
AC0219:HMBOX:Homeodomain	2.70932142269853	0.230625193871121	2.97172813378116	6.45698188607707e-05	0.00013183004684074
AC0220:ZNF:C2H2_ZF	2.61032915814884	0.872107998887942	3.05585093074569	0.000137486352555401	0.000269473251008585
AC0223:ZNF:C2H2_ZF	2.10946520055306	0.520023108695287	2.55870730114389	0.00393858534315475	0.00649968617510253
AC0224:ZNF:C2H2_ZF	3.94067420570725	0.394336841677412	4.81015376227729	4.25528232680471e-10	1.71557901403456e-09
AC0225:ZNF33A:C2H2_ZF	1.81616784367812	0.444563371028225	2.18802067687759	0.0194765510032408	0.0280691470340823
AC0226:ZKSCAN:['C2H2_zinc_finger_factors']	3.40933207751666	1.03181679418455	4.00373134334226	1.29737592822628e-07	3.50181553508535e-07
AC0227:SPI/BCL11A:Ets	3.60541102975133	1.03014148160547	4.30493700389279	1.73823573448648e-08	5.4012495749653e-08
AC0228:CTCF:C2H2_ZF	3.49536074564857	1.28740514940075	4.08434105905137	5.44968202918092e-08	1.57079070252862e-07
AC0229:ZFP:C2H2_ZF	3.84815399873906	0.0833383215260439	4.38636170522996	1.22597351419703e-09	4.52207469092176e-09
AC0230:MECP:MBD	2.70880609135494	0.791158242202378	3.14764979669025	6.48294753451103e-05	0.000131937302858899
AC0231:PAX:Homeodomain,Paired_box	2.15317546474821	0.443575999694838	2.60582080434971	0.00303239172878727	0.00504342958547647
AC0232:SMAD:['SMAD/NF-1_DNA-binding_domain_factors']	2.15922271071234	0.300257177816454	2.60863962776548	0.00292327381319396	0.00487467387173967
AC0233:HINFP:['C2H2_zinc_finger_factors']	2.23410832421208	0.247021477434162	2.53006921519759	0.00183924529772183	0.00310769033063344
AC0234:HINFP:C2H2_ZF	3.1118910418974	0.0737682785020375	3.56249051765043	2.18421229796035e-06	5.05942994109362e-06
AC0235:HINFP:C2H2_ZF	2.81198485825476	0.220301766971141	3.27624920367672	2.85538683033105e-05	6.0029089469336e-05
AC0236:BATF/IRF:bZIP	3.90840147384318	1.24294008786231	4.49775179915638	6.17333482761713e-10	2.35473909292941e-09
AC0237:ZNF:C2H2_ZF	2.4929979061642	0.479457394015001	2.81735947690552	0.000323699951918521	0.000608250352130082
AC0238:ZNF:C2H2_ZF	5.14446162715536	0.417313283604481	5.70565358119362	4.13513184465313e-17	4.11574841413132e-16
AC0239:BACH/NFE:bZIP	4.89003069919253	1.05357596505278	5.5357536194539	1.81221300871024e-15	1.49919439811484e-14
AC0240:ZNF:C2H2_ZF	5.70044524266648	0.808657746221299	6.23851161177998	5.39696457595057e-21	8.81504214071926e-20
AC0241:NFE2L/JUN:bZIP	4.03603686568202	0.948485365140486	4.52256172458695	1.3911176795917e-10	5.94286140338867e-10
AC0242:FOSL/JUND:bZIP	3.86273718910582	0.517908076442629	4.5216079148617	1.03944241131015e-09	3.87207494739511e-09
AC0243:ZSCAN5C:C2H2_ZF	4.06764159607424	1.14439100136169	4.84464845900505	9.54504245437737e-11	4.25188254785901e-10
AC0244:MAFG/MAFF:bZIP	3.67164767342088	0.805727280076624	4.32978450265868	8.5830934469644e-09	2.81826315758573e-08
AC0245:ZBTB:C2H2_ZF	1.97849243940647	0.527756966956404	2.60913526566564	0.00831629995477951	0.012673404476542
AC0246:MAFF/MAF:bZIP	1.70617195420426	0.198153369239252	2.06632488342247	0.0330586998907738	0.0456798087427828
AC0247:ZNF:C2H2_ZF	4.50789790653807	0.916277378424006	5.19676973167947	3.65923515135141e-13	2.08118999233111e-12
AC0248:ZNF:C2H2_ZF	4.18544596639573	1.60426952558482	4.86916753872443	2.282199570023e-11	1.10974131763714e-10
AC0250:MECOM/ZSCAN:C2H2_ZF	1.7554693350372	0.320731787442094	2.12203337987886	0.0262045313994093	0.0368483145726793
AC0253:GATA:GATA	1.7972340657225	0.415636302002581	2.16127714868056	0.0213921894956478	0.0304170194391243
AC0254:GATA/TRPS:GATA	3.89587319250796	0.86252025191216	4.3677953025622	7.12651188155227e-10	2.67034592267576e-09
AC0256:GFI:C2H2_ZF	1.87786584862733	0.571569940294531	2.22624575633864	0.0142335409330092	0.0209394124118404
AC0257:FOXG/FOXK:Forkhead	3.36883708745272	1.08001264484072	3.86713789850666	1.93625837787185e-07	5.07570611812497e-07
AC0259:SOX:Sox	3.92078928419018	1.27290934394	4.62861663485431	5.35373511539751e-10	2.07946906616354e-09
AC0261:SOX/SRY:Sox	1.7066579300172	0.0401567115359648	2.08026453602368	0.0329843116846258	0.0456761011806666
AC0262:SOX/SRY:Sox	2.30556307434928	0.652354592638776	2.76073678172144	0.00116278667966522	0.00202930168478561
AC0263:SOX/SRY:Sox	2.28628546864485	0.622711801309576	2.69619874896904	0.00131798490618713	0.00228140322076413
AC0264:FOXD:Forkhead	1.90753788492251	0.533868957379531	2.25259828624259	0.0121883010259106	0.0180137998921231
AC0267:SOX/SRY:Sox	1.99329703586889	0.595116307004771	2.32776039708817	0.00766336070136469	0.0117912095815684
AC0268:ZNF:C2H2_ZF	3.59067573784556	1.14751617409188	4.22870231857961	2.02998038637218e-08	6.21681493326482e-08
AC0269:CUX:CUT,Homeodomain	3.66582792340015	0.348722719710618	3.93918583612131	9.13702438659599e-09	2.98476129962136e-08
AC0270:BBX:Sox	3.09269678622522	0.680099325773935	3.43958457011326	2.59632352870195e-06	5.92780676624781e-06
AC0271:SOX/SRY:Sox	3.35165120026249	1.26396682244744	3.89396149115199	2.29141020223821e-07	5.88559797913605e-07
AC0272:HSFY:HSF	2.06504134341133	0.023369073151406	2.32896498859187	0.00510588049357907	0.00817197455881876
AC0273:MTF:C2H2_ZF	2.25088606133222	0.234011931005181	2.54779936376931	0.00165388817493348	0.00280940471315367
AC0274:PAX:Homeodomain,Paired_box	8.0679532067684	0.852229909904604	9.19958463485449	4.42498680882076e-42	7.04679149304705e-40
AC0275:ZNF33A:C2H2_ZF	4.63754726920221	1.53035552251478	5.4912658533548	6.3520552029406e-14	3.92840695560501e-13
AC0276:ZNF:C2H2_ZF	1.94748378109934	0.542486447352122	2.31926266335634	0.00984765768469673	0.0148296878135977
AC0277:ZNF:C2H2_ZF	3.72621383946307	1.26263994251947	4.34125115127278	4.7510514154191e-09	1.62710739334514e-08
AC0278:ZFP:C2H2_ZF	3.59164872460605	0.789851487776643	4.3062244448704	2.00933050572323e-08	6.18330208766038e-08
